"num","title","action.category","policy.category","year","president","st.flag","matchWords","word.count","stMatchRatio","eoMatches","link"
"13602","Establishing a White House Council on Strong Cities, Strong Communities","Manage Advisory Committees, Commissions, or Councils","",2012,"44-Barack Obama",TRUE,"__economy__; __HUD__; __DOTr__; __DOD__; __DOJ__; __DOI__; __USDA__; __DOC__; __DOL__; __HHS__; __DOT__; __DOE__; __DOEd__; __VA__; __DHS__; __EPA__; __OMB__; __CEQ__; __OSTP__; __budget__",1250,0.0016,"","http://www.presidency.ucsb.edu/ws/index.php?pid=100048"
"13603","National Defense Resources Preparedness","","",2012,"44-Barack Obama",TRUE,"__technology__; __security__; __science/research__; __economy__; __DHS__; __DOC__; __DOD__; __USDA__; __health__; __DOE__; __energy__; __HHS__; __DOT__; __foreign__; __war__; __DOTr__; __OMB__; __budget__; __DOI__; __DOJ__; __DOL__; __State__; __CIA__; __NASA__; __OSTP__; __nuclear__; __medical__",5332,0.00656414103525881,"11858; 12919; 12656; 12472","http://www.presidency.ucsb.edu/ws/index.php?pid=100050"
"13604","Improving Performance of Federal Permitting and Review of Infrastructure Projects","","",2012,"44-Barack Obama",TRUE,"__environment__; __economy__; __energy__; __health__; __security__; __technology__; __CEQ__; __DOD__; __DOI__; __USDA__; __DOC__; __DOT__; __DOE__; __DHS__; __EPA__; __OMB__; __budget__",1709,0.00526623756582797,"13580; 13563; 13175","http://www.presidency.ucsb.edu/ws/index.php?pid=100316"
"13605","Supporting Safe and Responsible Development of Unconventional Domestic Natural Gas Resources","","",2012,"44-Barack Obama",TRUE,"__energy__; __economy__; __health__; __science/research__; __environment__; __DOD__; __DOI__; __USDA__; __DOC__; __HHS__; __DOT__; __DOE__; __DHS__; __EPA__; __CEQ__; __OSTP__; __OMB__; __budget__",761,0.0105124835742444,"","http://www.presidency.ucsb.edu/ws/index.php?pid=100510"
"13606","Blocking the Property and Suspending Entry into the United States of Certain Persons With Respect to Grave Human Rights Abuses by the Governments of Iran and Syria Via Information Technology","Implement Sanctions","Foreign Policy",2012,"44-Barack Obama",TRUE,"__technology__; __economy__; __computing__; __security__; __foreign__; __DOTr__; __State__; __war__",1607,0.00808960796515246,"12957; 13338","http://www.presidency.ucsb.edu/ws/index.php?pid=100679"
"13607","Establishing Principles of Excellence for Educational Institutions Serving Service Members, Veterans, Spouses, and Other Family Members","","Education Policy",2012,"44-Barack Obama",TRUE,"__education__; __DOD__; __DOEd__; __VA__; __DOJ__; __university__; __OMB__; __budget__",1904,0.000525210084033613,"","http://www.presidency.ucsb.edu/ws/index.php?pid=100707"
"13609","Promoting International Regulatory Cooperation","","",2012,"44-Barack Obama",TRUE,"__health__; __environment__; __economy__; __innovation__; __foreign__; __security__; __technology__; __OMB__; __budget__",1324,0.00151057401812689,"13563; 12866","http://www.presidency.ucsb.edu/ws/index.php?pid=100724"
"13608","Prohibiting Certain Transactions With and Suspending Entry Into the United States of Foreign Sanctions Evaders With Respect to Iran and Syria","Implement Sanctions","Foreign Policy",2012,"44-Barack Obama",TRUE,"__foreign__; __economy__; __DOTr__; __State__; __technology__; __security__",1507,0.0013271400132714,"12957; 13338; 12938; 13224; 13382","http://www.presidency.ucsb.edu/ws/index.php?pid=100725"
"13610","Identifying and Reducing Regulatory Burdens","","",2012,"44-Barack Obama",TRUE,"__health__; __environment__; __economy__; __technology__; __OMB__; __budget__",913,0.00109529025191676,"13563; 12866","http://www.presidency.ucsb.edu/ws/index.php?pid=100833"
"13611","Blocking Property of Persons Threatening the Peace, Security, or Stability of Yemen","Implement Sanctions","Foreign Policy",2012,"44-Barack Obama",TRUE,"__security__; __economy__; __foreign__; __DOTr__; __State__; __technology__",1093,0.000914913083257091,"","http://www.presidency.ucsb.edu/ws/index.php?pid=100855"
"13615","Providing an Order of Succession Within the Office of Management and Budget","Set Order of Succession","",2012,"44-Barack Obama",FALSE,"__OMB__; __security__; __education__; __health__",402,0,"13370","http://www.presidency.ucsb.edu/ws/index.php?pid=100897"
"13614","Providing an Order of Succession Within the Environmental Protection Agency","Set Order of Succession","",2012,"44-Barack Obama",TRUE,"__EPA__; __science/research__; __environment__",469,0.00213219616204691,"13261; 13344","http://www.presidency.ucsb.edu/ws/index.php?pid=100898"
"13613","Providing an Order of Succession Within the Department of Commerce","Set Order of Succession","",2012,"44-Barack Obama",TRUE,"__DOC__; __economy__; __technology__; __NOAA__; __NIST__",424,0.00707547169811321,"13242","http://www.presidency.ucsb.edu/ws/index.php?pid=100899"
"13612","Providing an Order of Succession Within the Department of Agriculture","Set Order of Succession","",2012,"44-Barack Obama",TRUE,"__USDA__; __foreign__; __science/research__; __education__; __economy__; __environment__",574,0.00174216027874564,"13542","http://www.presidency.ucsb.edu/ws/index.php?pid=100900"
"13616","Accelerating Broadband Infrastructure Deployment","","Telecom Policy",2012,"44-Barack Obama",TRUE,"__innovation__; __DHS__; __OSTP__; __DOD__; __DOI__; __USDA__; __DOC__; __DOT__; __VA__; __FCC__; __CEQ__; __security__; __environment__; __technology__; __State__; __OMB__; __budget__",1644,0.00304136253041363,"13604","http://www.presidency.ucsb.edu/ws/index.php?pid=101030"
"13617","Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons","Implement Sanctions","Foreign Policy",2012,"44-Barack Obama",TRUE,"__nuclear__; __economy__; __security__; __foreign__; __DOTr__; __State__; __DOE__",1015,0.00689655172413793,"12938; 13085; 13159","http://www.presidency.ucsb.edu/ws/index.php?pid=101052"
"13618","Assignment of National Security and Emergency Preparedness Communications Functions","Assign Emergency Preparedness Functions","",2012,"44-Barack Obama",TRUE,"__security__; __OSTP__; __science/research__; __State__; __FCC__; __DHS__; __DOD__; __OMB__; __nuclear__; __DOC__; __budget__",2255,0.00310421286031042,"12333; 13526; 12472; 12382","http://www.presidency.ucsb.edu/ws/index.php?pid=101334"
"13619","Blocking Property of Persons Threatening the Peace, Security, or Stabilization of Burma","Implement Sanctions","Foreign Policy",2012,"44-Barack Obama",TRUE,"__security__; __economy__; __foreign__; __DOTr__; __State__; __technology__",1415,0.00212014134275618,"13047; 13448; 13310; 13464","http://www.presidency.ucsb.edu/ws/index.php?pid=101361"
"13620","Taking Additional Steps To Address the National Emergency With Respect to Somalia","","Foreign Policy",2012,"44-Barack Obama",FALSE,"__economy__; __security__; __foreign__; __DOTr__; __State__",1004,0,"13536","http://www.presidency.ucsb.edu/ws/index.php?pid=101397"
"11266","Draft Status of Fathers in Certain Essential Occupations","","",1966,"36-Lyndon B. Johnson",FALSE,"__DOD__",211,0,"10292; 10469; 11098","http://www.presidency.ucsb.edu/ws/index.php?pid=101543"
"13621","White House Initiative on Educational Excellence for African Americans","","Education Policy",2012,"44-Barack Obama",TRUE,"__education__; __university__; __economy__; __DOEd__; __environment__; __innovation__; __health__; __science/research__; __technology__; __engineering__; __math__; __DOJ__; __DOL__; __HHS__; __NSF__; __DOD__; __OMB__; __budget__",2604,0.0138248847926267,"13532","http://www.presidency.ucsb.edu/ws/index.php?pid=101576"
"13622","Authorizing Additional Sanctions With Respect to Iran","","",2012,"44-Barack Obama",TRUE,"__economy__; __DOTr__; __State__; __foreign__; __medical__; __DOC__; __technology__",3260,0.00153374233128834,"12957","http://www.presidency.ucsb.edu/ws/index.php?pid=101679"
"13623","Preventing and Responding to Violence Against Women and Girls Globally","","",2012,"44-Barack Obama",TRUE,"__health__; __economy__; __security__; __foreign__; __education__; __medical__; __State__; __DOTr__; __DOD__; __DOJ__; __DOL__; __HHS__; __DHS__; __OMB__; __university__; __science/research__; __budget__",1385,0.00794223826714801,"","http://www.presidency.ucsb.edu/ws/index.php?pid=101708"
"13625","Improving Access to Mental Health Services for Veterans, Service Members, and Military Families","","Veterans Affairs",2012,"44-Barack Obama",TRUE,"__health__; __DOD__; __VA__; __HHS__; __education__; __security__; __medical__; __science/research__; __OSTP__; __DOEd__; __OMB__; __budget__",1949,0.00718317085684967,"","http://www.presidency.ucsb.edu/ws/index.php?pid=101976"
"13624","Accelerating Investment in Industrial Energy Efficiency","","Energy Policy",2012,"44-Barack Obama",TRUE,"__energy__; __DOE__; __EPA__; __economy__; __CEQ__; __OSTP__; __technology__; __OMB__; __budget__",1011,0.0326409495548961,"","http://www.presidency.ucsb.edu/ws/index.php?pid=101977"
"13626","Gulf Coast Ecosystem Restoration","","Environmental Policy",2012,"44-Barack Obama",TRUE,"__economy__; __science/research__; __DOC__; __NOAA__; __DOI__; __DOJ__; __EPA__; __USDA__; __OMB__; __budget__",1636,0.00244498777506112,"13554; 12777","http://www.presidency.ucsb.edu/ws/index.php?pid=102029"
"13627","Strengthening Protections Against Trafficking in Persons in Federal Contracts","","",2012,"44-Barack Obama",FALSE,"__economy__; __State__; __DOJ__; __DOL__; __DHS__; __OMB__; __budget__",2111,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=102320"
"13628","Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Threat Reduction and Syria Human Rights Act of 2012 and Additional Sanctions With Respect to Iran","","",2012,"44-Barack Obama",TRUE,"__economy__; __State__; __DOTr__; __foreign__; __technology__; __computing__; __engineering__; __DOC__; __security__",3875,0.00283870967741936,"12957; 12959; 13059; 13599; 13622","http://www.presidency.ucsb.edu/ws/index.php?pid=102338"
"13629","Establishing the White House Homeland Security Partnership Council","Manage Advisory Committees, Commissions, or Councils","",2012,"44-Barack Obama",TRUE,"__security__; __innovation__; __State__; __DOTr__; __DOD__; __DOJ__; __DOI__; __USDA__; __DOC__; __DOL__; __HHS__; __HUD__; __DOT__; __DOE__; __DOEd__; __VA__; __DHS__; __EPA__; __OMB__; __budget__",1174,0.00170357751277683,"","http://www.presidency.ucsb.edu/ws/index.php?pid=102563"
"13632","Establishing the Hurricane Sandy Rebuilding Task Force","Manage Advisory Committees, Commissions, or Councils","",2012,"44-Barack Obama",TRUE,"__DHS__; __economy__; __health__; __HUD__; __DOTr__; __DOI__; __USDA__; __DOC__; __DOL__; __HHS__; __DOT__; __DOE__; __DOEd__; __VA__; __EPA__; __engineering__; __OMB__; __security__; __CEQ__; __OSTP__; __budget__",1711,0.00175336060783168,"13175","http://www.presidency.ucsb.edu/ws/index.php?pid=102740"
"13630","Establishment of an Interagency Task Force on Commercial Advocacy","Manage Advisory Committees, Commissions, or Councils","",2012,"44-Barack Obama",TRUE,"__foreign__; __DOC__; __State__; __DOTr__; __DOD__; __USDA__; __HHS__; __DOT__; __DOE__; __DHS__; __OMB__; __budget__",998,0.00100200400801603,"13534","http://www.presidency.ucsb.edu/ws/index.php?pid=102741"
"13631","Reestablishment of Advisory Group","Manage Advisory Committees, Commissions, or Councils","",2012,"44-Barack Obama",FALSE,"__health__; __OMB__; __budget__",281,0,"13544; 13591","http://www.presidency.ucsb.edu/ws/index.php?pid=102742"
"13634","Reestablishment of Advisory Commission","Manage Advisory Committees, Commissions, or Councils","",2012,"44-Barack Obama",FALSE,"__education__; __OMB__; __budget__",241,0,"13555","http://www.presidency.ucsb.edu/ws/index.php?pid=102789"
"13633","Closing of Executive Departments and Agencies of the Federal Government on Monday, December 24, 2012","","",2012,"44-Barack Obama",FALSE,"__security__; __OMB__; __budget__",328,0,"11582","http://www.presidency.ucsb.edu/ws/index.php?pid=102790"
"13635","Adjustments of Certain Rates of Pay","Adjust Pay Rates","Federal Workforce",2012,"44-Barack Obama",FALSE,"__foreign__; __health__; __VA__",577,0,"13594","http://www.presidency.ucsb.edu/ws/index.php?pid=102801"
"13636","Improving Critical Infrastructure Cybersecurity","","",2013,"44-Barack Obama",TRUE,"__computing__; __security__; __economy__; __environment__; __innovation__; __health__; __DOJ__; __DHS__; __DOD__; __OMB__; __university__; __DOC__; __NIST__; __technology__; __budget__",3084,0.0207522697795071,"13549; 12866; 13563; 13609; 13610","http://www.presidency.ucsb.edu/ws/index.php?pid=103245"
"13637","Administration of Reformed Export Controls","","",2013,"44-Barack Obama",FALSE,"__State__; __foreign__; __security__; __DOD__; __DOTr__; __OMB__; __DOJ__; __DOC__; __economy__; __budget__",1933,0,"11958; 13222","http://www.presidency.ucsb.edu/ws/index.php?pid=103336"
"13638","Amendments to Executive Order 12777","","",2013,"44-Barack Obama",TRUE,"__DOT__; __DOI__; __DOJ__; __DOE__; __OMB__; __budget__",778,0.0012853470437018,"12777","http://www.presidency.ucsb.edu/ws/index.php?pid=103360"
"13639","Establishment of the Presidential Commission on Election Administration","Manage Advisory Committees, Commissions, or Councils","",2013,"44-Barack Obama",TRUE,"__technology__; __education__; __OMB__; __budget__",739,0.0013531799729364,"","http://www.presidency.ucsb.edu/ws/index.php?pid=103416"
"13640","Continuance of Advisory Council","Manage Advisory Committees, Commissions, or Councils","",2013,"44-Barack Obama",FALSE,"__OMB__; __budget__",252,0,"13498; 13569","http://www.presidency.ucsb.edu/ws/index.php?pid=103430"
"13641","Adjustment of Certain Rates of Pay","Adjust Pay Rates","Federal Workforce",2013,"44-Barack Obama",FALSE,"__foreign__; __health__; __VA__",573,0,"13635","http://www.presidency.ucsb.edu/ws/index.php?pid=103455"
"13642","Making Open and Machine Readable the New Default for Government Information","","S&T Policy",2013,"44-Barack Obama",TRUE,"__economy__; __innovation__; __science/research__; __war__; __health__; __medical__; __education__; __energy__; __security__; __OMB__; __technology__; __OSTP__; __budget__",1030,0.0106796116504854,"","http://www.presidency.ucsb.edu/ws/index.php?pid=103579"
"13643","2013 Amendments to the Manual for Courts-Martial, United States","Amend Courts-Martial Manual","",2013,"44-Barack Obama",FALSE,"",237,0,"12473","http://www.presidency.ucsb.edu/ws/index.php?pid=103598"
"13644","Amendment to Executive Order 13639","","",2013,"44-Barack Obama",FALSE,"__OMB__; __budget__",251,0,"13639","http://www.presidency.ucsb.edu/ws/index.php?pid=103612"
"13645","Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Freedom and Counter-Proliferation Act of 2012 and Additional Sanctions With Respect to Iran","","",2013,"44-Barack Obama",TRUE,"__economy__; __DOTr__; __State__; __foreign__; __technology__; __medical__; __DOC__; __DHS__; __security__",4676,0.00171086398631309,"12957; 13599; 13622","http://www.presidency.ucsb.edu/ws/index.php?pid=103646"
"13647","Establishing the White House Council on Native American Affairs","Manage Advisory Committees, Commissions, or Councils","",2013,"44-Barack Obama",TRUE,"__economy__; __energy__; __security__; __health__; __education__; __university__; __environment__; __DOI__; __State__; __DOTr__; __DOD__; __DOJ__; __USDA__; __DOC__; __DOL__; __HHS__; __HUD__; __DOT__; __DOE__; __DOEd__; __VA__; __DHS__; __OMB__; __EPA__; __OSTP__; __CEQ__; __science/research__; __budget__",1340,0.00597014925373134,"13592; 13175","http://www.presidency.ucsb.edu/ws/index.php?pid=103829"
"13646","Establishing the President's Advisory Council on Financial Capability for Young Americans","Manage Advisory Committees, Commissions, or Councils","",2013,"44-Barack Obama",TRUE,"__economy__; __education__; __security__; __DOTr__; __DOEd__; __innovation__; __science/research__; __technology__; __OMB__; __budget__",1333,0.00375093773443361,"","http://www.presidency.ucsb.edu/ws/index.php?pid=103830"
"13649","Accelerating Improvements in HIV Prevention and Care in the United States Through the HIV Care Initiative","","Health Policy",2013,"44-Barack Obama",TRUE,"__health__; __science/research__; __NIH__; __technology__; __HHS__; __medical__; __innovation__; __DOJ__; __DOL__; __HUD__; __VA__; __OMB__; __budget__",1272,0.00550314465408805,"","http://www.presidency.ucsb.edu/ws/index.php?pid=103876"
"13648","Combating Wildlife Trafficking","","",2013,"44-Barack Obama",TRUE,"__economy__; __environment__; __security__; __foreign__; __State__; __DOI__; __DOJ__; __DOTr__; __DOD__; __USDA__; __DOC__; __DOT__; __DHS__; __CEQ__; __OSTP__; __OMB__; __budget__",1151,0.000868809730668983,"","http://www.presidency.ucsb.edu/ws/index.php?pid=103882"
"13650","Improving Chemical Facility Safety and Security","","",2013,"44-Barack Obama",TRUE,"__security__; __economy__; __DHS__; __EPA__; __DOL__; __DOJ__; __USDA__; __DOT__; __CEQ__; __OSTP__; __OMB__; __NRC__; __innovation__; __health__; __computing__; __environment__; __budget__",2025,0.00296296296296296,"","http://www.presidency.ucsb.edu/ws/index.php?pid=103954"
"13651","Prohibiting Certain Imports of Burmese Jadeite and Rubies","Implement Sanctions","Foreign Policy",2013,"44-Barack Obama",FALSE,"__economy__; __DOTr__; __State__",906,0,"13047; 13448; 13619; 13310; 13464","http://www.presidency.ucsb.edu/ws/index.php?pid=103960"
"13652","Continuance of Certain Federal Advisory Committees","Manage Advisory Committees, Commissions, or Councils","",2013,"44-Barack Obama",TRUE,"__DOI__; __science/research__; __NSF__; __health__; __DOL__; __DOC__; __security__; __DHS__; __environment__; __HHS__; __DOEd__; __university__; __PCAST__; __DOE__; __education__; __computing__; __energy__; __economy__; __NASA__; __FCC__",1466,0.00682128240109141,"11145; 11183; 11287; 11612; 12131; 12216; 12367; 12382; 12829; 12905; 12994; 13231; 13265; 13498; 13569; 13640; 13515; 13521; 13522; 13532; 13538; 13539; 13540; 13544; 13631; 13549; 13555; 13634; 13600; 13621; 13585; 13591; 13043","http://www.presidency.ucsb.edu/ws/index.php?pid=104302"
"13653","Preparing the United States for the Impacts of Climate Change","","",2013,"44-Barack Obama",TRUE,"__economy__; __health__; __environment__; __energy__; __CEQ__; __OSTP__; __NOAA__; __science/research__; __DOD__; __EPA__; __engineering__; __OMB__; __HHS__; __HUD__; __security__; __NASA__; __NSTC__; __State__; __DOTr__; __DOJ__; __DOI__; __USDA__; __DOC__; __DOL__; __DOT__; __DOE__; __DOEd__; __VA__; __DHS__; __innovation__; __budget__",2892,0.00829875518672199,"13514; 12893; 13604; 13231; 13652; 13580; 12898; 13642","http://www.presidency.ucsb.edu/ws/index.php?pid=104370"
"13654","Establishing an Emergency Board To Investigate Disputes Between the Long Island Rail Road Company and Certain of its Employees Represented by Certain Labor Organizations","Creating Labor Dispute Inquiry Board","",2013,"44-Barack Obama",FALSE,"",374,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=104437"
"13655","Adjustments of Certain Rates of Pay","Adjust Pay Rates","Federal Workforce",2013,"44-Barack Obama",FALSE,"__foreign__; __health__; __VA__",512,0,"13641","http://www.presidency.ucsb.edu/ws/index.php?pid=104538"
"13656","Establishment of the Afghanistan and Pakistan Strategic Partnership Office and Amendment to Executive Order 12163","","",2014,"44-Barack Obama",TRUE,"__State__; __security__; __economy__; __technology__; __OMB__; __budget__",504,0.00198412698412698,"12163","http://www.presidency.ucsb.edu/ws/index.php?pid=104627"
"13657","Changing the Name of the National Security Staff to the National Security Council Staff","Manage Advisory Committees, Commissions, or Councils","",2014,"44-Barack Obama",FALSE,"__security__; __OMB__; __budget__",209,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=104736"
"13658","Establishing a Minimum Wage for Contractors","","",2014,"44-Barack Obama",FALSE,"__economy__; __DOL__; __OMB__; __budget__; __education__",1758,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=104737"
"13659","Streamlining the Export/Import Process for America's Businesses","","Trade Policy",2014,"44-Barack Obama",TRUE,"__security__; __health__; __environment__; __economy__; __technology__; __innovation__; __DHS__; __DOTr__; __State__; __HHS__; __EPA__; __OMB__; __budget__",1681,0.00237953599048186,"13610","http://www.presidency.ucsb.edu/ws/index.php?pid=104775"
"13660","Blocking Property of Certain Persons Contributing to the Situation in Ukraine","Implement Sanctions","Foreign Policy",2014,"44-Barack Obama",TRUE,"__economy__; __security__; __foreign__; __DOTr__; __State__; __technology__",1203,0.000831255195344971,"","http://www.presidency.ucsb.edu/ws/index.php?pid=104791"
"13662","Blocking Property of Additional Persons Contributing to the Situation in Ukraine","Implement Sanctions","Foreign Policy",2014,"44-Barack Obama",TRUE,"__economy__; __security__; __foreign__; __DOTr__; __State__; __energy__; __engineering__; __technology__",1142,0.00262697022767075,"13660; 13661","http://www.presidency.ucsb.edu/ws/index.php?pid=104854"
"13661","Blocking Property of Additional Persons Contributing to the Situation in Ukraine","Implement Sanctions","Foreign Policy",2014,"44-Barack Obama",TRUE,"__economy__; __security__; __foreign__; __DOTr__; __State__; __technology__; __war__",1326,0.000754147812971342,"13660","http://www.presidency.ucsb.edu/ws/index.php?pid=104855"
"13667","Blocking Property of Certain Persons Contributing to the Conflict in the Central African Republic","Implement Sanctions","Foreign Policy",2014,"44-Barack Obama",TRUE,"__economy__; __security__; __foreign__; __DOTr__; __State__; __technology__; __war__",1591,0.000628535512256443,"","http://www.presidency.ucsb.edu/ws/index.php?pid=104907"
"13666","Expanding Eligibility for the Defense Meritorious Service Medal","Create or Modify Award","",2014,"44-Barack Obama",FALSE,"__foreign__",91,0,"12019","http://www.presidency.ucsb.edu/ws/index.php?pid=104908"
"13665","Non-Retaliation for Disclosure of Compensation Information","","",2014,"44-Barack Obama",FALSE,"__economy__; __DOL__; __OMB__; __budget__",793,0,"11246","http://www.presidency.ucsb.edu/ws/index.php?pid=104909"
"13664","Blocking Property of Certain Persons With Respect to South Sudan","Implement Sanctions","Foreign Policy",2014,"44-Barack Obama",TRUE,"__economy__; __security__; __foreign__; __DOTr__; __State__; __technology__",1351,0.00074019245003701,"","http://www.presidency.ucsb.edu/ws/index.php?pid=104910"
"13663","Establishing an Emergency Board To Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations","Creating Labor Dispute Inquiry Board","",2014,"44-Barack Obama",FALSE,"",468,0,"13654","http://www.presidency.ucsb.edu/ws/index.php?pid=104911"
"13668","Ending Immunities Granted to the Development Fund for Iraq and Certain Other Iraqi Property and Interests in Property Pursuant to Executive Order 13303, as Amended","","",2014,"44-Barack Obama",FALSE,"__economy__; __DOTr__; __State__",523,0,"13303; 13364; 13315","http://www.presidency.ucsb.edu/ws/index.php?pid=104912"
"13669","2014 Amendments to the Manual for Courts-Martial, United States","Amend Courts-Martial Manual","",2014,"44-Barack Obama",FALSE,"",248,0,"12473","http://www.presidency.ucsb.edu/ws/index.php?pid=105018"
"13670","Establishing an Emergency Board To Investigate Disputes Between the Southeastern Pennsylvania Transportation Authority and Certain of Its Employees Represented by Certain Labor Organizations","Creating Labor Dispute Inquiry Board","",2014,"44-Barack Obama",FALSE,"",371,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=105019"
"13671","Taking Additional Steps To Address the National Emergency With Respect to the Conflict in the Democratic Republic of the Congo","","Foreign Policy",2014,"44-Barack Obama",TRUE,"__economy__; __security__; __foreign__; __DOTr__; __State__; __technology__",1149,0.000870322019147084,"13413","http://www.presidency.ucsb.edu/ws/index.php?pid=105387"
"13672","Further Amendments to Executive Order 11478, Equal Employment Opportunity in the Federal Government, and Executive Order 11246, Equal Employment Opportunity","","",2014,"44-Barack Obama",FALSE,"__economy__; __DOL__; __OMB__; __budget__",440,0,"11478; 11246","http://www.presidency.ucsb.edu/ws/index.php?pid=105463"
"13674","Revised List of Quarantinable Communicable Diseases","","Health Policy",2014,"44-Barack Obama",FALSE,"__HHS__; __OMB__; __budget__",296,0,"13295; 13375","http://www.presidency.ucsb.edu/ws/index.php?pid=105507"
"13673","Fair Pay and Safe Workplaces","","",2014,"44-Barack Obama",TRUE,"__economy__; __health__; __DOL__; __medical__; __OMB__; __budget__",3458,0.000289184499710815,"11246; 13658","http://www.presidency.ucsb.edu/ws/index.php?pid=105508"
"11236","Establishing the President's Commission on Law Enforcement and Administration of Justice","Manage Advisory Committees, Commissions, or Councils","",1965,"36-Lyndon B. Johnson",FALSE,"__DOJ__; __DOTr__; __health__; __education__; __economy__",797,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=105658"
"11237","Prescribing Regulations for Coordinating Planning and the Acquisition of Land Under the Outdoor Recreation Program of the Department of the Interior and the Open Space Program of the Housing and Home Finance Agency","","Federal Land Management",1965,"36-Lyndon B. Johnson",FALSE,"__DOI__; __economy__",1268,0,"11017","http://www.presidency.ucsb.edu/ws/index.php?pid=105659"
"11238","Establishing National Advisory Council on International Monetary and Financial Problems","Manage Advisory Committees, Commissions, or Councils","",1965,"36-Lyndon B. Johnson",FALSE,"",173,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=105660"
"11240","The Board of the Foreign Service and the Board of Examiners for the Foreign Service","","",1965,"36-Lyndon B. Johnson",FALSE,"__foreign__",228,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=105661"
"11241","Amending the Selective Service Regulations","Amend Selective Service Regulations","",1965,"36-Lyndon B. Johnson",FALSE,"",296,0,"10735; 10984; 11098; 11119","http://www.presidency.ucsb.edu/ws/index.php?pid=105662"
"11242","Amending Executive Order No. 11157 as it Relates to Incentive Pay for Hazardous Duty","","",1965,"36-Lyndon B. Johnson",FALSE,"__DOD__",235,0,"11157","http://www.presidency.ucsb.edu/ws/index.php?pid=105663"
"11243","Creating an Emergency Board to Investigate Dispute Between the Atchison, Topeka and Santa Fe Railway Company, Lines East and West, and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1965,"36-Lyndon B. Johnson",FALSE,"",265,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=105664"
"11244","Placing a Position in Level IV of the Federal Executive Salary Schedule","Adjust Pay Rates","",1965,"36-Lyndon B. Johnson",FALSE,"",107,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=105665"
"11247","Providing for the Coordination by the Attorney General of Enforcement of Title VI of the Civil Rights Act of 1964","","",1965,"36-Lyndon B. Johnson",FALSE,"__DOJ__",354,0,"11197","http://www.presidency.ucsb.edu/ws/index.php?pid=105666"
"11248","Placing Certain Positions in Levels IV and V of the Federal Executive Salary Schedule","Adjust Pay Rates","",1965,"36-Lyndon B. Johnson",TRUE,"__science/research__; __engineering__; __DOD__; __health__; __education__; __security__",160,0.0125,"11244; 11245","http://www.presidency.ucsb.edu/ws/index.php?pid=105667"
"11250","Administration of the Peace Corps in the Department of State","","",1965,"36-Lyndon B. Johnson",FALSE,"__State__",311,0,"11041; 11223","http://www.presidency.ucsb.edu/ws/index.php?pid=105668"
"11252","Food-for-Peace Program","","",1965,"36-Lyndon B. Johnson",FALSE,"__State__",358,0,"10900; 11248","http://www.presidency.ucsb.edu/ws/index.php?pid=105669"
"11251","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","Adjust Pay Rates","",1965,"36-Lyndon B. Johnson",FALSE,"__health__; __education__",84,0,"11248","http://www.presidency.ucsb.edu/ws/index.php?pid=105670"
"11253","Amending Executive Order No. 11157 as it Relates to Incentive Pay for Hazardous Duty","","",1965,"36-Lyndon B. Johnson",TRUE,"__DOD__; __computing__",298,0.00335570469798658,"11157","http://www.presidency.ucsb.edu/ws/index.php?pid=105671"
"11254","Establishing the Automotive Agreement Adjustment Assistance Board","","",1965,"36-Lyndon B. Johnson",FALSE,"__DOTr__; __DOC__; __DOL__",315,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=105672"
"11255","Designation of Vietnam and Waters Adjacent Thereto as an Overseas Combat Area for Purposes of Armed Forces Mailing Privileges","","",1965,"36-Lyndon B. Johnson",FALSE,"__foreign__",226,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=105673"
"11256","Establishing the President's Committee on Food and Fiber and the National Advisory Commission on Food and Fiber","Manage Advisory Committees, Commissions, or Councils","",1965,"36-Lyndon B. Johnson",TRUE,"__USDA__; __State__; __DOC__; __DOL__; __foreign__; __economy__; __university__; __science/research__; __education__",1142,0.00437828371278459,"10472; 10937","http://www.presidency.ucsb.edu/ws/index.php?pid=105674"
"11257","Delegating to the Civil Service Commission Certain Authority Relating to Severance Pay Under the Federal Employees Salary Act of 1965","Manage Advisory Committees, Commissions, or Councils","",1965,"36-Lyndon B. Johnson",FALSE,"",216,0,"11228","http://www.presidency.ucsb.edu/ws/index.php?pid=105675"
