"num","title","action.category","policy.category","year","president","st.flag","matchWords","word.count","stMatchRatio","eoMatches","link"
"10628","Restoring Limitations Upon Punishments for Violations of Articles 82, 85, 86(3), 87, 90, 91(1) and (2), 113, and 115 of the Uniform Code of Military Justice","","",1955,"34-Dwight D. Eisenhower",FALSE,"",201,0,"10247; 10565","http://www.presidency.ucsb.edu/ws/index.php?pid=59248"
"10631","Code of Conduct for Members of the Armed Forces of the United States","","",1955,"34-Dwight D. Eisenhower",FALSE,"__DOD__; __DOTr__; __war__",475,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59249"
"10637","Delegating to the Secretary of the Treasury Certain Functions of the President Relating to the United States Coast Guard","","",1955,"34-Dwight D. Eisenhower",FALSE,"__DOTr__; __foreign__; __war__; __DOD__",2045,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59250"
"10646","Designating the Secretary of Defense To Coordinate and Facilitate Actions Required To Discharge Federal Responsibilities Under the Federal Voting Assistance Act of 1955","","",1955,"34-Dwight D. Eisenhower",FALSE,"__DOD__",127,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59251"
"10647","Providing for the Appointment of Certain Persons Under the Defense Production Act of 1950, as Amended","","",1955,"34-Dwight D. Eisenhower",FALSE,"",2353,0,"10182; 10205","http://www.presidency.ucsb.edu/ws/index.php?pid=59252"
"10654","Delegating Certain Functions of the President to the Director of the Bureau of the Budget","","",1956,"34-Dwight D. Eisenhower",FALSE,"__OMB__",101,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59253"
"10661","Delegating to Certain Officers of the Government the Authority Vested in the President To Designate Persons From Foreign Countries Who May Be Permitted To Receive Instruction at the Military, Naval, Air Force, and Merchant Marine Academies","","",1956,"34-Dwight D. Eisenhower",FALSE,"__foreign__; __DOD__; __DOC__; __State__",492,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59254"
"10670","Establishing a Flag for the United States Army","","",1956,"34-Dwight D. Eisenhower",FALSE,"__DOD__",250,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59255"
"10678","Administration of the Functions of the Rubber Producing Facilities Disposal Commission","","",1956,"34-Dwight D. Eisenhower",FALSE,"__security__; __DOD__; __DOTr__",385,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59256"
"10694","Authorizing the Secretaries of the Army, Navy, and Air Force To Issue Citations in the Name of the President of the United States to Military and Naval Units for Outstanding Performance in Action","","",1957,"34-Dwight D. Eisenhower",FALSE,"__DOD__",380,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59257"
"10707","Establishing a Seal for the United States Coast Guard","Establish Agency Seal","",1957,"34-Dwight D. Eisenhower",FALSE,"__DOTr__",215,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59258"
"10717","The President's Award for Distinguished Federal Civilian Service","Create or Modify Award","",1957,"34-Dwight D. Eisenhower",FALSE,"__war__",686,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59259"
"10718","Delegating to the Secretary of State Authority To Prescribe the Rates or Tariffs of Fees for Official Services at United States Embassies, Legations, and Consulates","","",1957,"34-Dwight D. Eisenhower",FALSE,"__State__",266,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59260"
"10736","Adopting an Official Seal for the Department of the Navy","","",1957,"34-Dwight D. Eisenhower",FALSE,"__DOD__",319,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59261"
"10747","Designating the Secretary of State To Act for the United States in Certain Matters Pertaining to Japanese War Criminals","","",1957,"34-Dwight D. Eisenhower",FALSE,"__State__; __war__",279,0,"10393; 10613","http://www.presidency.ucsb.edu/ws/index.php?pid=59262"
"10752","Designating the Secretary of the Interior To Execute Certain Powers and Functions Vested in the President by the Act of February 22, 1935, 49 Stat. 30, as Amended","","",1958,"34-Dwight D. Eisenhower",FALSE,"__DOI__; __foreign__",232,0,"9732; 10250","http://www.presidency.ucsb.edu/ws/index.php?pid=59263"
"10762","Delegating to the Secretary of Defense the Authority of the President To Order to Active Duty Members of the Reserve Components of the Armed Forces Who Are in Medical, Dental, or Allied Specialist Categories and To Prescribe Regulations Governing the Appointment, Reappointment, and Promotion of Such Members","","",1958,"34-Dwight D. Eisenhower",TRUE,"__DOD__; __medical__",281,0.00711743772241993,"10478; 10658","http://www.presidency.ucsb.edu/ws/index.php?pid=59264"
"10776","Delegating to the Secretary of Defense Certain Authority of the President Relating to the Modification of Standards and Requirements With Respect to the Induction of Persons Into the Armed, and For Other Purposes","","",1958,"34-Dwight D. Eisenhower",FALSE,"__DOD__",177,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59265"
"10783","Transferring Certain Functions From the Department of Defense to the National Aeronautics and Space Administration","","Space Policy",1958,"34-Dwight D. Eisenhower",TRUE,"__DOD__; __NASA__; __science/research__; __DOTr__; __OMB__; __budget__",367,0.0272479564032698,"10530","http://www.presidency.ucsb.edu/ws/index.php?pid=59266"
"10786","Transferring Functions of the Airways Modernization Board to the Administrator of the Federal Aviation Agency","","",1958,"34-Dwight D. Eisenhower",FALSE,"__FAA__; __budget__; __OMB__",259,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59267"
"10789","Authorizing Agencies of the Government To Exercise Certain Contracting Authority in Connection With National-Defense Functions and Prescribing Regulations Governing the Exercise of Such Authority","","",1958,"34-Dwight D. Eisenhower",TRUE,"__DOD__; __science/research__; __security__; __war__; __DOTr__; __DOI__; __USDA__; __DOC__; __AEC__; __NASA__; __FAA__",1630,0.00184049079754601,"10210","http://www.presidency.ucsb.edu/ws/index.php?pid=59268"
"10793","Transferring Certain Functions From the Department of Defense to the National Aeronautics and Space Administration","","Space Policy",1958,"34-Dwight D. Eisenhower",TRUE,"__DOD__; __NASA__; __budget__; __technology__; __science/research__; __engineering__; __DOTr__",355,0.0309859154929577,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59269"
"10797","Delegating to the Director of the Bureau of the Budget Certain Authority Vested in the President by the Federal Aviation Act of 1958","","",1958,"34-Dwight D. Eisenhower",FALSE,"__OMB__; __FAA__",397,0,"10731","http://www.presidency.ucsb.edu/ws/index.php?pid=59270"
"10805","Designating the Central Intelligence Agency as Excepted From Certain Provisions of the Government Employees Training Act","","",1959,"34-Dwight D. Eisenhower",FALSE,"__CIA__",269,0,"10800","http://www.presidency.ucsb.edu/ws/index.php?pid=59271"
"10812","Establishing a Flag for the United States Navy","","",1959,"34-Dwight D. Eisenhower",FALSE,"__DOD__",245,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59272"
"10826","Authorizing the Civil Service Commission To Confer Benefits in Certain Cases","Manage Advisory Committees, Commissions, or Councils","",1959,"34-Dwight D. Eisenhower",FALSE,"",263,0,"10535","http://www.presidency.ucsb.edu/ws/index.php?pid=59273"
"10828","Designating the Airport Being Constructed in the Counties of Fairfax and Loudoun in the State of Virginia as the Dulles International Airport","","",1959,"34-Dwight D. Eisenhower",FALSE,"",204,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59274"
"10830","Establishing a Seal for the President's Council on Youth Fitness","Establish Agency Seal","",1959,"34-Dwight D. Eisenhower",FALSE,"",192,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59275"
"10834","The Flag of the United States","","",1959,"34-Dwight D. Eisenhower",FALSE,"__DOD__",827,0,"10798","http://www.presidency.ucsb.edu/ws/index.php?pid=59276"
"10840","Designating the Federal Aviation Agency as an Agency To Have Certain Contractual Authority Under the Assignment of Claims Act of 1940, as Amended","","",1959,"34-Dwight D. Eisenhower",TRUE,"__FAA__; __DOD__; __AEC__; __war__; __security__",414,0.00483091787439614,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59277"
"10841","Providing for the Carrying Out of Certain Provisions of the Atomic Energy Act of 1954, as Amended, Relating to International Cooperation","","Energy Policy",1959,"34-Dwight D. Eisenhower",TRUE,"__nuclear__; __energy__; __DOD__; __AEC__; __security__; __State__; __foreign__",504,0.0119047619047619,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59278"
"10849","Establishing a Seal for the National Aeronautics and Space Administration","Establish Agency Seal","",1959,"34-Dwight D. Eisenhower",TRUE,"__NASA__",188,0.0319148936170213,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59279"
"10854","Extension of the Application of the Federal Aviation Act of 1958","","",1959,"34-Dwight D. Eisenhower",FALSE,"__FAA__; __State__; __foreign__; __DOD__",249,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59280"
"10860","Coat of Arms, Seal, and Flag of the President of the United States","","",1960,"34-Dwight D. Eisenhower",FALSE,"",373,0,"10823","http://www.presidency.ucsb.edu/ws/index.php?pid=59281"
"10863","Authorizing the Attorney General To Seize Arms and Munitions of War, and Other Articles, Pursuant to Section 1 of Title VI of the Act of June 15, 1917, as Amended","","",1960,"34-Dwight D. Eisenhower",FALSE,"__DOJ__; __war__",250,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59282"
"10865","Safeguarding Classified Information Within Industry","Set Classified Information Policy","",1960,"34-Dwight D. Eisenhower",TRUE,"__State__; __DOD__; __AEC__; __NASA__; __FAA__; __DOJ__; __security__",1881,0.00637958532695375,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59283"
"10867","Readiness of the United States District Court for the District of Alaska To Assume the Functions Imposed Upon It","","",1960,"34-Dwight D. Eisenhower",FALSE,"",363,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59284"
"10870","Designating the Facilities of the National Aeronautics and Space Administration at Huntsville, Alabama, as the George C. Marshall Space Flight Center","","Space Policy",1960,"34-Dwight D. Eisenhower",TRUE,"__NASA__; __science/research__",161,0.0248447204968944,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59285"
"10879","Establishing the White House Service Certificate and the White House Service Badge","","",1960,"34-Dwight D. Eisenhower",FALSE,"__DOD__",294,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59286"
"10895","Extension of the Provisions for Rotation of Civilian Employees of the Defense Establishment Assigned to Duty Outside the United States","","",1960,"34-Dwight D. Eisenhower",FALSE,"__DOD__",146,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59287"
"10899","Authorization for the Communication of Restricted Data by the Central Intelligence Agency","","",1960,"34-Dwight D. Eisenhower",TRUE,"__CIA__; __nuclear__; __energy__; __AEC__; __DOD__",262,0.0190839694656489,"10841","http://www.presidency.ucsb.edu/ws/index.php?pid=59288"
"10903","Delegating Authority of the President With Respect to Regulations Relating to Certain Allowances and Benefits to Government Personnel on Overseas Duty","","",1961,"34-Dwight D. Eisenhower",FALSE,"__foreign__; __State__; __health__; __OMB__",1351,0,"10530; 10624; 10853; 10000; 10011; 10085; 10100; 10187; 10261; 10313; 10391; 10503; 10623; 10636","http://www.presidency.ucsb.edu/ws/index.php?pid=59289"
"10910","Providing for the Design and Award of the National Medal of Science","Create or Modify Award","S&T Policy",1961,"34-Dwight D. Eisenhower",TRUE,"__science/research__; __math__; __engineering__; __NSF__",470,0.0234042553191489,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59290"
"9586","The Medal of Freedom","Create or Modify Award","",1945,"33-Harry S. Truman",FALSE,"__war__; __State__; __DOD__",332,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59291"
"9590","Establishing Certain Awards for the Coast and Geodetic Survey","","",1945,"33-Harry S. Truman",FALSE,"__DOC__; __war__",636,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59292"
"9628","Authorizing the Appointment to Positions of Contact Representative, Veterans Administration, Without Regard to the Requirements of the Civil Service Rules","","",1945,"33-Harry S. Truman",FALSE,"",98,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59293"
"9634","Providing for the Establishment of Fishery Conservation Zones","","",1945,"33-Harry S. Truman",FALSE,"__State__; __DOI__",142,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59294"
"9637","Medal for Merit","Create or Modify Award","",1945,"33-Harry S. Truman",FALSE,"__war__; __foreign__; __State__",337,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59295"
"9698","Designating Public International Organizations Entitled to Enjoy Certain Privileges, Exemptions, and Immunities","","",1946,"33-Harry S. Truman",FALSE,"__State__",219,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59296"
"9704","Functions of the American Battle Monuments Commission","","",1946,"33-Harry S. Truman",FALSE,"__war__; __foreign__",154,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59297"
"9725","Designating the Alien Property Custodian to Administer the Powers and Authority Conferred Upon the President by Sections 20 and 32 of the Trading With the Enemy Act, as Amended","","",1946,"33-Harry S. Truman",FALSE,"__war__",180,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59298"
"9738","Restricting Competition in Examination for the Position of Correctional Officer Under the Bureau of Prisons, Department of Justice","","",1946,"33-Harry S. Truman",FALSE,"__DOJ__; __war__",328,0,"9662","http://www.presidency.ucsb.edu/ws/index.php?pid=59299"
"9747","Continuing the Functions of the Alien Property Custodian and the Department of the Treasurer in the Philippines","","",1946,"33-Harry S. Truman",FALSE,"__war__; __DOTr__",149,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59300"
"9761","Preservation and Display of Enemy Flags Captured by the Navy and the Coast Guard","","",1946,"33-Harry S. Truman",FALSE,"__DOD__; __war__",188,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59301"
"9776","Reopening East Executive Avenue to Public Travel","","",1946,"33-Harry S. Truman",FALSE,"",49,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59302"
"9788","Terminating the Office of Alien Property Custodian and Transferring Its Functions to the Attorney General","","Immigration Policy",1946,"33-Harry S. Truman",FALSE,"__DOJ__; __war__",270,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59303"
"9794","Designating the Solicitor of the Department of the Interior to Act as Under Secretary of Assistant Secretary of the Interior","","",1946,"33-Harry S. Truman",FALSE,"__DOI__",86,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59304"
"9807","Authorizing the Civil Service Commission to Confer a Competative Civil Service Status Upon Certain Groups of Employees","Manage Advisory Committees, Commissions, or Councils","",1946,"33-Harry S. Truman",FALSE,"",205,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59305"
"9816","Providing the Transfer of Properties and Personnel to the Atomic Energy Commission","","",1946,"33-Harry S. Truman",TRUE,"__AEC__; __nuclear__; __energy__; __science/research__; __engineering__; __DOD__; __war__; __OMB__",792,0.0315656565656566,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59306"
"9830","Amending the Civil Service Rules and Providing for Federal Personnel Administration","","",1947,"33-Harry S. Truman",TRUE,"__economy__; __science/research__; __OMB__; __education__; __war__; __foreign__; __DOJ__; __medical__; __DOD__; __State__; __DOTr__; __security__; __engineering__; __university__; __technology__; __DOI__; __USDA__; __DOC__; __DOL__; __health__; __FCC__",11305,0.00398053958425475,"9538; 9579; 9598; 9619; 9644; 9653; 9668; 9688; 9691; 9733","http://www.presidency.ucsb.edu/ws/index.php?pid=59307"
"9848","Disposal of Certain Foreign Merchant Vessels","","",1947,"33-Harry S. Truman",FALSE,"__foreign__; __State__; __DOJ__",318,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59308"
"9865","Providing for the Protection Abroad of Inventions Resulting from Research Financed by the Government","","",1947,"33-Harry S. Truman",TRUE,"__science/research__; __foreign__; __DOC__; __health__; __State__; __economy__; __AEC__; __security__",699,0.0100143061516452,"9568; 9604; 9809","http://www.presidency.ucsb.edu/ws/index.php?pid=59309"
"9873","Transferring to the American Battle Monuments Commission the Functions of the War Department Pertaining to the Administration of the Mexico City National Cemetery","","",1947,"33-Harry S. Truman",FALSE,"__DOD__; __OMB__",169,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59310"
"9892","Designating the Fish and Wildlife Service as the Agency Responsible for the Enforcement of the Sockeye Salmon Fishery Act of 1947","","",1947,"33-Harry S. Truman",FALSE,"__DOI__",147,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59311"
"9902","Establishing a Seal for the Department of the Air Force","Establish Agency Seal","",1947,"33-Harry S. Truman",FALSE,"__DOD__; __security__",366,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59312"
"9919","Delegating Authority and Establishing Procedures Under the Joint Resolution Approved December 30, 1947","","",1948,"33-Harry S. Truman",FALSE,"__DOI__; __USDA__; __DOC__; __DOJ__; __security__",1073,0,"9729; 9630; 9915","http://www.presidency.ucsb.edu/ws/index.php?pid=59313"
"9979","Prescribing Portions of the Selective Service Regulations and Authorizing the Director of Selective Service to Perform Certain Functions of the President Under the Selective Service Act of 1948","","",1948,"33-Harry S. Truman",TRUE,"__medical__; __economy__; __war__; __health__; __foreign__",4961,0.00403144527313042,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59314"
"10000","Regulations Governing Additional Compensation and Credit Granted Certain Employees of the Federal Government Serving Outside the United States","","",1948,"33-Harry S. Truman",TRUE,"__foreign__; __health__; __environment__; __State__; __war__; __computing__",3240,0.000617283950617284,"9962","http://www.presidency.ucsb.edu/ws/index.php?pid=59315"
"10007","Organization of the Reserve Units of the Armed Forces","","",1948,"33-Harry S. Truman",FALSE,"__security__; __DOD__",341,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59316"
"10028","Defining Noncombatant Service and Noncombatant Training","","",1949,"33-Harry S. Truman",TRUE,"__medical__",162,0.00617283950617284,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59317"
"10033","Regulations Governing the Providing of Statistical Information to Intergovernmental Organizations","","",1949,"33-Harry S. Truman",FALSE,"__OMB__; __State__; __USDA__; __DOC__; __DOI__; __DOL__; __DOTr__; __FCC__; __security__",693,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59318"
"10057","Transferring to the American Battle Monuments Commission Functions Pertaining to Certain United States Military Cemeteries","","",1949,"33-Harry S. Truman",FALSE,"__war__; __DOD__; __OMB__",433,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59319"
"10077","Transfer of the Administration of the Island of Guam From the Secretary of the Navy to the Secretary of the Interior","","Federal Land Management",1949,"33-Harry S. Truman",FALSE,"__DOD__; __DOI__; __State__; __war__",382,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59320"
"10104","Defining Certain Vital Military and Naval Installations and Equipment as Requiring Protection Against the General Dissemination of Information Relative Thereto","","",1950,"33-Harry S. Truman",FALSE,"__DOD__; __foreign__",797,0,"10092","http://www.presidency.ucsb.edu/ws/index.php?pid=59321"
"10108","Designating the United States Mission to the United Nations and Providing for Its Direction and Administration","","",1950,"33-Harry S. Truman",TRUE,"__security__; __economy__; __AEC__; __State__; __budget__",487,0.00205338809034908,"9844","http://www.presidency.ucsb.edu/ws/index.php?pid=59322"
"10111","Establishing a Seal for the Central Intelligence Agency","Establish Agency Seal","",1950,"33-Harry S. Truman",FALSE,"__CIA__",272,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59323"
"10113","Delegating the Authority of the President to Prescribe Clothing Allowances, and Cash Allowances in Lieu Thereof, for Enlisted Men in the Armed Forces","","",1950,"33-Harry S. Truman",FALSE,"__DOD__; __DOTr__; __OMB__",380,0,"10049","http://www.presidency.ucsb.edu/ws/index.php?pid=59324"
"10122","Regulations Governing Payment of Disability Retirement Pay, Hospitalization, and Re-Examination of Members and Former Members of the Uniformed Services","","",1950,"33-Harry S. Truman",TRUE,"__DOD__; __security__; __medical__; __health__; __war__",892,0.00224215246636771,"9703","http://www.presidency.ucsb.edu/ws/index.php?pid=59325"
"10153","Regulations Relating to Certain Travel Time of Members of the Uniformed Services Called to Active Duty in Excess of Thirty Days","","",1950,"33-Harry S. Truman",FALSE,"",367,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59326"
"10163","The Armed Forces Reserve Medal","Create or Modify Award","",1950,"33-Harry S. Truman",FALSE,"__DOD__; __DOTr__",557,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59327"
"10179","Establishing the Korean Service Medal","","",1950,"33-Harry S. Truman",FALSE,"__DOD__",210,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59328"
"10206","Providing for Support of United Nations' Activities Directed to the Peaceful Settlement of Disputes","","",1951,"33-Harry S. Truman",FALSE,"__State__; __DOD__",409,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59329"
"10211","Placing in Operation the Provisions of Section 31 of the Organic Act of Guam","","",1951,"33-Harry S. Truman",FALSE,"__war__",235,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59330"
"10222","Providing for Certain Transfers to the Federal Civil Defense Administration","","",1951,"33-Harry S. Truman",FALSE,"__health__; __security__",221,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59331"
"10237","Making the Provisions of the Act of August 26, 1950, Public Law 733, 81st Congress, Applicable to the Panama Canal and the Panama Railroad Company","","",1951,"33-Harry S. Truman",FALSE,"__security__; __DOD__",148,0,"9746; 10101","http://www.presidency.ucsb.edu/ws/index.php?pid=59332"
"10244","Designating the Secretary of State and the Attorney General as the Officers to Perform Certain Functions with Respect to the Settlement of Intercustodial Conflicts Relating to Enemy Property","","",1951,"33-Harry S. Truman",FALSE,"__State__; __DOJ__",458,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59333"
"10250","Providing for the Performance of Certain Functions of the President by the Secretary of the Interior","","",1951,"33-Harry S. Truman",TRUE,"__DOI__; __medical__; __DOTr__; __science/research__",1483,0.00202292650033715,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59334"
"10253","Providing for the Improvement of the Work of Federal Executive Agencies with Respect to Statistical Information","","",1951,"33-Harry S. Truman",FALSE,"__budget__; __OMB__; __foreign__",688,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59335"
"10263","Transfer of the Panama Canal (The Waterway), Together with Facilities and Appurtenances Related Thereto, and Other Facilities and Appurtenances Maintained and Operated by the Panama Canal (the Agency), to the Panama Railroad Company","","",1951,"33-Harry S. Truman",FALSE,"__health__; __war__",899,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59336"
"10264","Transfer of the Administration of American Samoa from the Secretary of the Navy to the Secretary of the Interior","","Federal Land Management",1951,"33-Harry S. Truman",FALSE,"__DOD__; __DOI__; __State__; __war__",456,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59337"
"10271","Delegating the Authority of the President to Order Members and Units of Reserve Components of the Armed Forces Into Active Federal Service","","",1951,"33-Harry S. Truman",FALSE,"__DOD__; __DOTr__",250,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59338"
"10289","Providing for the Performance of Certain Functions of the President by the Secretary of the Treasury","","",1951,"33-Harry S. Truman",FALSE,"__DOTr__; __foreign__; __State__",1506,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59339"
"10295","Establishing a Seal for the United States Court of Military Appeals","Establish Agency Seal","",1951,"33-Harry S. Truman",FALSE,"",207,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59340"
"10296","Providing for the Performance of Certain Defense Housing and Community Facilities and Services Functions","","",1951,"33-Harry S. Truman",FALSE,"__security__; __economy__; __DOC__; __DOI__; __health__",1282,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59341"
"10307","Delegating to the Secretary of State the Authority of the President to Prescribe Regulations Governing the Taking of Testimony with Respect to the Authentication of Foreign Documents and the Fixing of Certain Fees in Connection Therewith","","",1951,"33-Harry S. Truman",FALSE,"__State__; __foreign__",182,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59342"
"10325","Regulations Governing the Award of the Medal for Humane Action","Create or Modify Award","",1952,"33-Harry S. Truman",FALSE,"__DOD__",408,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59343"
"10347","Providing for the Affixing of the Seal of the United States to Certain Presidential Documents","","",1952,"33-Harry S. Truman",FALSE,"__State__; __war__; __foreign__",212,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59344"
"10355","Delegating to the Secretary of the Interior the Authority of the President to Withdraw or Reserve Lands of the United States for Public Purposes","","",1952,"33-Harry S. Truman",FALSE,"__DOI__; __OMB__",475,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59345"
"10096","Providing for a Uniform Patent Policy for the Government with Respect to Inventions Made by Government Employees and for the Administration of Such Policy","","",1950,"33-Harry S. Truman",TRUE,"__science/research__; __technology__; __foreign__; __security__; __health__; __USDA__; __university__; __DOC__; __DOI__; __DOJ__; __State__; __DOD__; __AEC__",1692,0.00650118203309693,"9865; 9912","http://www.presidency.ucsb.edu/ws/index.php?pid=59346"
"11382","Amendment of Executive Orders Relating to Functions of the Department of Transportation","","",1967,"36-Lyndon B. Johnson",FALSE,"__DOT__; __FAA__; __DOL__; __DOC__; __State__; __DOD__; __health__; __education__; __DOTr__; __war__",1917,0,"10501; 10865; 10536; 10765; 10789; 10840; 10854; 11326; 10883; 10898; 11137; 11149; 11161; 11182; 10448; 10631; 10977; 11016; 11046; 11079; 11157; 11190; 11231; 11239; 10534; 10771; 10858; 10968","http://www.presidency.ucsb.edu/ws/index.php?pid=59347"
"11905","United States Foreign Intelligence Activities","","Foreign Policy",1976,"38-Gerald R. Ford",TRUE,"__foreign__; __security__; __CIA__; __DOD__; __State__; __DOTr__; __energy__; __science/research__; __budget__; __OMB__; __DOJ__; __economy__; __medical__; __nuclear__",6169,0.00421462149456962,"11652; 11460","http://www.presidency.ucsb.edu/ws/index.php?pid=59348"
"12812","Declassification and Release of Materials Pertaining to Prisoners of War and Missing in Action","","",1992,"41-George H. W. Bush",FALSE,"__war__; __security__",271,0,"12356","http://www.presidency.ucsb.edu/ws/index.php?pid=59349"
"10909","Amendment of Executive Order 10865, Safeguarding Classified Information Within Industry","","",1961,"34-Dwight D. Eisenhower",TRUE,"__State__; __DOD__; __AEC__; __NASA__; __FAA__; __DOJ__; __security__",693,0.00721500721500722,"10865","http://www.presidency.ucsb.edu/ws/index.php?pid=59350"
"12885","Amendment to Executive Order No. 12829","","",1993,"42-William J. Clinton",FALSE,"__security__; __DOD__",149,0,"12829","http://www.presidency.ucsb.edu/ws/index.php?pid=59351"
"12701","Amending Executive Order No. 12334","","",1990,"41-George H. W. Bush",FALSE,"",75,0,"12334","http://www.presidency.ucsb.edu/ws/index.php?pid=59352"
"12851","Administration of Proliferation Sanctions, Middle East Arms Control, and Related Congressional Reporting Responsibilities","","",1993,"42-William J. Clinton",TRUE,"__foreign__; __war__; __State__; __DOD__; __DOTr__; __DOC__; __technology__",1415,0.000706713780918728,"","http://www.presidency.ucsb.edu/ws/index.php?pid=59353"
"12868","Measures To Restrict The Participation By United States Persons In Weapons Proliferation Activities","","",1993,"42-William J. Clinton",TRUE,"__economy__; __nuclear__; __security__; __foreign__; __DOC__; __State__",329,0.00303951367781155,"12730; 12735","http://www.presidency.ucsb.edu/ws/index.php?pid=59354"
"12863","President's Foreign Intelligence Advisory Board","Manage Advisory Committees, Commissions, or Councils","",1993,"42-William J. Clinton",FALSE,"__foreign__; __security__; __CIA__; __DOJ__",1047,0,"12334; 12537","http://www.presidency.ucsb.edu/ws/index.php?pid=59355"
"11921","Adjusting Emergency Preparedness Assignments to Organizational and Functional Changes in Federal Departments and Agencies","Assign Emergency Preparedness Functions","",1976,"38-Gerald R. Ford",TRUE,"__security__; __EPA__; __DOI__; __engineering__; __DOD__; __DOT__; __USDA__; __nuclear__; __war__; __health__; __NOAA__; __DOC__; __education__; __medical__; __environment__; __economy__; __DOL__; __science/research__; __math__; __foreign__",3359,0.00654956832390592,"11490; 11725; 10995; 11556; 11522; 11746","http://www.presidency.ucsb.edu/ws/index.php?pid=59356"
"12672","Interagency Committee on Handicapped Employees","","",1989,"41-George H. W. Bush",FALSE,"",118,0,"11830","http://www.presidency.ucsb.edu/ws/index.php?pid=60448"
