"ID","Title","President"
"13115","Interagency Task Force on the Roles and Missions of the United States Coast Guard","42 - William J. Clinton"
"13118","Implementation of the Foreign Affairs Reform and Restructuring Act of 1998","42 - William J. Clinton"
"13122","Interagency Task Force on the Economic Development of the Southwest Border","42 - William J. Clinton"
"13123","Greening the Government Through Efficient Energy Management","42 - William J. Clinton"
"13134","Developing and Promoting Biobased Products and Bioenergy","42 - William J. Clinton"
"13138","Continuance of Certain Federal Advisory Committees","42 - William J. Clinton"
"13139","Improving Health Protection of Military Personnel Participating in Particular Military Operations","42 - William J. Clinton"
"13146","Presidents Council on the Future of Princeville, North Carolina","42 - William J. Clinton"
"13148","Greening the Government Through Leadership in Environmental Management","42 - William J. Clinton"
"13149","Greening the Government Through Federal Fleet and Transportation Efficiency","42 - William J. Clinton"
"13150","Federal Workforce Transportation","42 - William J. Clinton"
"13151","Global Disaster Information Network","42 - William J. Clinton"
"13158","Marine Protected Areas","42 - William J. Clinton"
"13160","Nondiscrimination on the Basis of Race, Sex, Color, National Origin, Disability, Religion, Age, Sexual Orientation, and Status as a Parent in Federally Conducted Education and Training Programs","42 - William J. Clinton"
"13173","Interagency Task Force on the Economic Development of the Central San Joaquin Valley","42 - William J. Clinton"
"13177","National Commission on the Use of Offsets in Defense Trade and President's Council on the Use of Offsets in Commercial Trade","42 - William J. Clinton"
"13178","Northwestern Hawaiian Islands Coral Reef Ecosystem Reserve","42 - William J. Clinton"
"13179","Providing Compensation to Americas Nuclear Weapons Workers","42 - William J. Clinton"
"13181","To Protect the Privacy of Protected Health Information in Oversight Investigations","42 - William J. Clinton"
"13185","To Strengthen the Federal Government-University Research Partnership","42 - William J. Clinton"
"13186","Responsibilities of Federal Agencies To Protect Migratory Birds","42 - William J. Clinton"
"13187","The Presidents Disability Employment Partnership Board","42 - William J. Clinton"
"13189","Federal Interagency Task Force on the District of Columbia","42 - William J. Clinton"
"13212","Actions To Expedite Energy-Related Projects","43 - George W. Bush"
"13214","Presidents Task Force To Improve Health Care Delivery for Our Nations Veterans","43 - George W. Bush"
"13221","Energy Efficient Standby Power Devices","43 - George W. Bush"
"13223","Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the Secretary of Transportation","43 - George W. Bush"
"13225","Continuance of Certain Federal Advisory Committees","43 - George W. Bush"
"13226","Presidents Council of Advisors on Science and Technology","43 - George W. Bush"
"13228","Establishing the Office of Homeland Security and the Homeland Security Council","43 - George W. Bush"
"13231","Critical Infrastructure Protection in the Information Age","43 - George W. Bush"
"13234","Presidential Task Force on Citizen Preparedness in the War on Terrorism","43 - George W. Bush"
"13235","National Emergency Construction Authority","43 - George W. Bush"
"13253","Amendment to Executive Order 13223, Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the Secretary of Transportation","43 - George W. Bush"
"13258","Amending Executive Order 12866 on Regulatory Planning and Review","43 - George W. Bush"
"13261","Providing An Order of Succession in the Environmental Protection Agency and Amending Certain Orders on Succession","43 - George W. Bush"
"13271","Establishment of the Corporate Fraud Task Force","43 - George W. Bush"
"13274","Environmental Stewardship and Transportation Infrastructure Project Reviews","43 - George W. Bush"
"13277","Delegation of Certain Authorities and Assignment of Certain Functions Under the Trade Act of 2002","43 - George W. Bush"
"13283","Establishing the Office of Global Communications","43 - George W. Bush"
"13284","Amendment of Executive Orders, and Other Actions, in Connection With the Establishment of the Department of Homeland Security","43 - George W. Bush"
"13286","Amendment of Executive Orders, and Other Actions, in Connection With the Transfer of Certain Functions to the Secretary of Homeland Security","43 - George W. Bush"
"13292","Further Amendment to Executive Order 12958, as Amended, Classified National Security Information","43 - George W. Bush"
"13296","Amendments to Executive Order 13045, Protection of Children From Environmental Health Risks and Safety Risks","43 - George W. Bush"
"13302","Amending Executive Order 13212, Actions To Expedite Energy-Related Projects","43 - George W. Bush"
"13316","Continuance of Certain Federal Advisory Committees","43 - George W. Bush"
"13326","Presidents Commission on Implementation of United States Space Exploration Policy","43 - George W. Bush"
"13329","Encouraging Innovation in Manufacturing","43 - George W. Bush"
"13337","Issuance of Permits With Respect to Certain Energy-Related Facilities and Land Transportation Crossings on the International Boundaries of the United States","43 - George W. Bush"
"13340","Establishment of Great Lakes Interagency Task Force and Promotion of a Regional Collaboration of National Significance for the Great Lakes","43 - George W. Bush"
"13343","Providing for the Closing of Government Departments and Agencies on June 11, 2004","43 - George W. Bush"
"13344","Amending Executive Order 13261 on the Order of Succession in the Environmental Protection Agency","43 - George W. Bush"
"13345","Assigning Foreign Affairs Functions and Implementing the Enterprise for the Americas Initiative and the Tropical Forest Conservation Act","43 - George W. Bush"
"13347","Individuals With Disabilities in Emergency Preparedness","43 - George W. Bush"
"13352","Facilitation of Cooperative Conservation","43 - George W. Bush"
"13353","Establishing the Presidents Board on Safeguarding Americans Civil Liberties","43 - George W. Bush"
"13354","National Counterterrorism Center","43 - George W. Bush"
"13355","Strengthened Management of the Intelligence Community","43 - George W. Bush"
"13356","Strengthening the Sharing of Terrorism Information To Protect Americans","43 - George W. Bush"
"13359","Amendment to Executive Order 13173, Interagency Task Force on the Economic Development of the Central San Joaquin Valley","43 - George W. Bush"
"13365","2004 Amendments to the Manual for Courts-Martial, United States","43 - George W. Bush"
"13366","Committee on Ocean Policy","43 - George W. Bush"
"13380","Implementing Amendments to Agreement on Border Environment Cooperation Commission and North American Development Bank","43 - George W. Bush"
"13385","Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders","43 - George W. Bush"
"13388","Further Strengthening the Sharing of Terrorism Information To Protect Americans","43 - George W. Bush"
"13389","Creation of the Gulf Coast Recovery and Rebuilding Council","43 - George W. Bush"
"13394","Providing an Order of Succession Within the Department of Defense","43 - George W. Bush"
"13407","Public Alert and Warning System","43 - George W. Bush"
"13410","Promoting Quality and Efficient Health Care in Federal Government Administered or Sponsored Health Care Programs","43 - George W. Bush"
"13419","National Aeronautics Research and Development","43 - George W. Bush"
"13421","Providing for the Closing of Government Departments and Agencies on January 2, 2007","43 - George W. Bush"
"13423","Strengthening Federal Environmental, Energy, and Transportation Management","43 - George W. Bush"
"13426","Establishing a Commission on Care for America's Returning Wounded Warriors and a Task Force on Returning Global War on Terror Heroes","43 - George W. Bush"
"13432","Cooperation Among Agencies in Protecting the Environment With Respect to Greenhouse Gas Emissions From Motor Vehicles, Nonroad Vehicles, and Nonroad Engines","43 - George W. Bush"
"13434","National Security Professional Development","43 - George W. Bush"
"13435","Expanding Approved Stem Cell Lines in Ethically Responsible Ways","43 - George W. Bush"
"13439","Establishing an Interagency Working Group on Import Safety","43 - George W. Bush"
"13456","Further Amendment of Executive Order 11858 Concerning Foreign Investment in the United States","43 - George W. Bush"
"13461","Providing an Order of Succession Within the Department of Health and Human Services","43 - George W. Bush"
"13465","Amending Executive Order 12989, as Amended","43 - George W. Bush"
"13470","Further Amendments to Executive Order 12333, United States Intelligence Activities","43 - George W. Bush"
"13479","Transformation of the National Air Transportation System","43 - George W. Bush"
"13480","Exclusions From the Federal Labor-Management Relations Program","43 - George W. Bush"
"13486","Strengthening Laboratory Biosecurity in the United States","43 - George W. Bush"
"13491","Ensuring Lawful Interrogations","44 - Barack Obama"
"13492","Review and Disposition of Individuals Detained at the Guant&aacute;namo Bay Naval Base and Closure of Detention Facilities","44 - Barack Obama"
"13493","Review of Detention Policy Options","44 - Barack Obama"
"13500","Further Amendments to Executive Order 12859, Establishment of the Domestic Policy Council","44 - Barack Obama"
"13503","Establishment of the White House Office of Urban Affairs","44 - Barack Obama"
"13505","Removing Barriers to Responsible Scientific Research Involving Human Stem Cells","44 - Barack Obama"
"13506","Establishing a White House Council on Women and Girls","44 - Barack Obama"
"13508","Chesapeake Bay Protection and Restoration","44 - Barack Obama"
"13509","Establishing a White House Council on Automotive Communities and Workers","44 - Barack Obama"
"13511","Continuance of Certain Federal Advisory Committees","44 - Barack Obama"
"13514","Federal Leadership in Environmental, Energy, and Economic Performance","44 - Barack Obama"
"13515","Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs","44 - Barack Obama"
"13518","Employment of Veterans in the Federal Government","44 - Barack Obama"
"13526","Classified National Security Information","44 - Barack Obama"
"13528","Establishment of the Council of Governors","44 - Barack Obama"
"13533","Providing an Order of Succession Within the Department of Defense","44 - Barack Obama"
"13539","President's Council of Advisors on Science and Technology","44 - Barack Obama"
"13540","Interagency Task Force on Veterans Small Business Development","44 - Barack Obama"
"13544","Establishing the National Prevention, Health Promotion, and Public Health Council","44 - Barack Obama"
"13546","Optimizing the Security of Biological Select Agents and Toxins in the United States","44 - Barack Obama"
"13547","Stewardship of the Ocean, Our Coasts, and the Great Lakes","44 - Barack Obama"
"13549","Classified National Security Information Program for State, Local, Tribal, and Private Sector Entities","44 - Barack Obama"
"13554","Establishing the Gulf Coast Ecosystem Restoration Task Force","44 - Barack Obama"
"13558","Export Enforcement Coordination Center","44 - Barack Obama"
"13559","Fundamental Principles and Policymaking Criteria for Partnerships With Faith-Based and Other Neighborhood Organizations","44 - Barack Obama"
"13571","Streamlining Service Delivery and Improving Customer Service","44 - Barack Obama"
"13575","Establishment of the White House Rural Council","44 - Barack Obama"
"13577","Establishment of the SelectUSA Initiative","44 - Barack Obama"
"13580","Interagency Working Group on Coordination of Domestic Energy Development and Permitting in Alaska","44 - Barack Obama"
"13584","Developing an Integrated Strategic Counterterrorism Communications Initiative and Establishing a Temporary Organization To Support Certain Government-Wide Communications Activities Directed Abroad","44 - Barack Obama"
"13591","Continuance of Certain Federal Advisory Committees","44 - Barack Obama"
"13592","Improving American Indian and Alaska Native Educational Opportunities and Strengthening Tribal Colleges and Universities","44 - Barack Obama"
"13596","Amendments to Executive Orders 12131 and 13539","44 - Barack Obama"
"13602","Establishing a White House Council on Strong Cities, Strong Communities","44 - Barack Obama"
"13603","National Defense Resources Preparedness","44 - Barack Obama"
"13604","Improving Performance of Federal Permitting and Review of Infrastructure Projects","44 - Barack Obama"
"13605","Supporting Safe and Responsible Development of Unconventional Domestic Natural Gas Resources","44 - Barack Obama"
"13607","Establishing Principles of Excellence for Educational Institutions Serving Service Members, Veterans, Spouses, and Other Family Members","44 - Barack Obama"
"13614","Providing an Order of Succession Within the Environmental Protection Agency","44 - Barack Obama"
"13616","Accelerating Broadband Infrastructure Deployment","44 - Barack Obama"
"13618","Assignment of National Security and Emergency Preparedness Communications Functions","44 - Barack Obama"
"13621","White House Initiative on Educational Excellence for African Americans","44 - Barack Obama"
"13623","Preventing and Responding to Violence Against Women and Girls Globally","44 - Barack Obama"
"13624","Accelerating Investment in Industrial Energy Efficiency","44 - Barack Obama"
"13625","Improving Access to Mental Health Services for Veterans, Service Members, and Military Families","44 - Barack Obama"
"13626","Gulf Coast Ecosystem Restoration","44 - Barack Obama"
"13629","Establishing the White House Homeland Security Partnership Council","44 - Barack Obama"
"13630","Establishment of an Interagency Task Force on Commercial Advocacy","44 - Barack Obama"
"13632","Establishing the Hurricane Sandy Rebuilding Task Force","44 - Barack Obama"
"13637","Administration of Reformed Export Controls","44 - Barack Obama"
"13642","Making Open and Machine Readable the New Default for Government Information","44 - Barack Obama"
"13647","Establishing the White House Council on Native American Affairs","44 - Barack Obama"
"13648","Combating Wildlife Trafficking","44 - Barack Obama"
"13649","Accelerating Improvements in HIV Prevention and Care in the United States Through the HIV Care Initiative","44 - Barack Obama"
"13650","Improving Chemical Facility Safety and Security","44 - Barack Obama"
"13652","Continuance of Certain Federal Advisory Committees","44 - Barack Obama"
"13653","Preparing the United States for the Impacts of Climate Change","44 - Barack Obama"
"13659","Streamlining the Export/Import Process for America's Businesses","44 - Barack Obama"
"13676","Combating Antibiotic-Resistant Bacteria","44 - Barack Obama"
"13677","Climate-Resilient International Development","44 - Barack Obama"
"13681","Improving the Security of Consumer Financial Transactions","44 - Barack Obama"
"13689","Enhancing Coordination of National Efforts in the Arctic","44 - Barack Obama"
