"num","year","title","cluster","matchWords","stMatchRatio","word.count","eoMatches","st.flag","link"
"11610","1971","Further Amending Executive Order 10789 Authorizing Agencies of the Government to Exercise Certain Contracting Authority in Connection with National Defense Functions and Prescribing Regulations Governing the Exercise of Such Authority",60,"nuclear; DOD",0.00126582278481013,790,"10789; 11051; 11382",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=106659"
"10594","1955","Amending the Selective Service Regulations",61,"health; DOD; medical; foreign",0.00056980056980057,1755,"9979; 9988; 10001; 10292; 10344",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=106430"
"11902","1976","Procedures for an Export Licensing Policy as to Nuclear Materials and Equipment",62,"energy; NRC; AEC; nuclear; foreign; security; State; DOD; DOC; science/research",0.024896265560166,723,"",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=23674"
"12595","1987","White House Conference for a Drug Free America",63,"education; budget; foreign; health; science/research",0.000955109837631328,1047,"",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=34228"
"13089","1998","Coral Reef Protection",64,"environment; health; education; science/research; war; security; DOI; DOC; NOAA; EPA; DOJ; USDA; DOD; State; DOT; NSF; NASA",0.01427498121713,1331,"",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=56122"
"10988","1962","Employee-Management Cooperation in the Federal Service",65,"budget; technolo; DOL; DOD; CIA; security",0.000293513354857646,3407,"",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=58926"
"12202","1980","Nuclear Safety Oversight Committee",66,"nuclear; DOE; health; education; NRC; science/research",0.0206398348813209,969,"",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=33156"
"9568","1945","Providing for the Release of Scientific Information",67,"science/research; security; war; DOD; State; foreign; DOJ; DOI; USDA; DOC; DOL",0.015712682379349,891,"",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=60663"
"11749","1973","Consolidating Disaster Relief Functions Assigned to the Secretary of Housing and Urban Development",68,"HUD; war; DOD; USDA; education; health; science/research",0.000808407437348424,1237,"11526; 11575; 11662; 11678; 11725",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=106774"
"11514","1970","Protection and Enhancement of Environmental Quality",69,"environment; CEQ; science/research; foreign; State; technolo; budget; OSTP",0.00659754948162111,1061,"11472",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=59077"
"12893","1994","Principles for Federal Infrastructure Investments",70,"environment; energy; innovation; technolo; OMB; budget",0.00424628450106157,942,"",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=50520"
"9865","1947","Providing for the Protection Abroad of Inventions Resulting from Research Financed by the Government",71,"foreign; science/research; DOC; health; State; AEC; security",0.00858369098712446,699,"9568; 9604; 9809",TRUE,"http://www.presidency.ucsb.edu/ws/index.php?pid=59309"
