"title","year","president","st.flag","matchWords","word.count","stMatchRatio","eoMatches.out","eoMatches.in","link"
"Establishment of the White House Office of Health Reform","2009","44-Obama",FALSE,"__health__; __economy__; __security__; __HHS__; __OMB__; __budget__",806,0,"","13569","http://www.presidency.ucsb.edu/ws/index.php?pid=85982"
"Amendment of Executive Order No. 10673 Relating to the Fitness of American Youth","1958","34-Eisenhower",FALSE,"",118,0,"10673","11074","http://www.presidency.ucsb.edu/ws/index.php?pid=60628"
"Providing for the Composition of the Wage Stabilization Board","1952","33-Truman",FALSE,"__economy__",279,0,"10233; 10301; 10161","10480","http://www.presidency.ucsb.edu/ws/index.php?pid=78483"
"Amending Executive Order No. 10422, as Amended, Prescribing Procedures for Making Available to the Secretary General of the United Nations Certain Information Concerning United States Citizens Employed or Being Considered for Employment on the Secretariat of the United Nations","1975","38-Ford",FALSE,"__State__; __foreign__",629,0,"10422","12107","http://www.presidency.ucsb.edu/ws/index.php?pid=23952"
"Adding the Secretary of Transportation to the Membership of the President's Council on Recreation and Natural Beauty","1967","36-Johnson",FALSE,"__DOT__; __HUD__",121,0,"11278","","http://www.presidency.ucsb.edu/ws/index.php?pid=106097"
"Authorizing Acceptance of the United Nations Medal and Service Ribbon","1964","36-Johnson",FALSE,"__DOD__; __DOTr__; __State__",186,0,"","13286","http://www.presidency.ucsb.edu/ws/index.php?pid=59133"
"Transferring Certain Functions, Powers, and Duties to the Small Business Administration","1953","34-Eisenhower",FALSE,"",270,0,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=60576"
"Delegation of Authority With Respect to the Administration of Justice Program","1987","40-Reagan",FALSE,"__foreign__",103,0,"12163","","http://www.presidency.ucsb.edu/ws/index.php?pid=33868"
"Establishing a Seal for the National Credit Union Administration","1971","37-Nixon",FALSE,"__budget__",254,0,"","12608","http://www.presidency.ucsb.edu/ws/index.php?pid=59090"
"Regulations Relating to the Establishment and Operation of Interagency Motor-Vehicle Pools and Systems","1954","34-Eisenhower",FALSE,"__budget__; __GSA__; __economy__; __OMB__; __foreign__; __State__",1908,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=59237"
"Termination of Federal Field Committee for Development Planning in Alaska","1971","37-Nixon",FALSE,"__DOC__",111,0,"11182; 11386","","http://www.presidency.ucsb.edu/ws/index.php?pid=106658"
"Assignment of Functions Under the United States Leadership Against HIV/AIDS, Tuberculosis, and Malaria Act of 2003","2004","43-G. W. Bush",FALSE,"__HHS__; __State__; __foreign__; __security__; __OMB__; __budget__",390,0,"12163","","http://www.presidency.ucsb.edu/ws/index.php?pid=61696"
"National Advisory Council on International Monetary and Financial Policies","1966","36-Johnson",FALSE,"__DOTr__; __State__; __DOC__; __foreign__",707,0,"10033","11334; 11808; 11977; 12163; 12164; 12188; 12403; 12567; 12647; 12757; 12766; 13118; 13345","http://www.presidency.ucsb.edu/ws/index.php?pid=59155"
"Inspection of Income, Excess-Profits, Declared-Value Excess-Profits, Capital-Stock, Estate, and Gift Tax Returns by the Senate Committee on Government Operations","1955","34-Eisenhower",FALSE,"__economy__; __DOTr__",204,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=106405"
"Amending Executive Order No. 9260 of October 29, 1942, Entitled ""Legion of Merit""","1955","34-Eisenhower",FALSE,"__foreign__; __DOD__; __State__",286,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=106401"
"President's Special Review Board","1986","40-Reagan",FALSE,"__NSC__; __foreign__; __security__",419,0,"","12581; 12584; 12610","http://www.presidency.ucsb.edu/ws/index.php?pid=36770"
"Exemption From Mandatory Retirement","1977","39-Carter",FALSE,"",186,0,"12006; 12011","12037; 12056","http://www.presidency.ucsb.edu/ws/index.php?pid=6869"
"Establishment of Emergency Board No. 203 To Investigate a Railroad Labor Dispute","1984","40-Reagan",FALSE,"",333,0,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=40078"
"Protecting the Development Fund for Iraq and Certain Other Property in Which Iraq Has an Interest","2003","43-G. W. Bush",FALSE,"__economy__; __security__; __foreign__; __DOTr__; __State__; __DOD__",822,0,"12722; 12724; 13290","13313; 13315; 13350; 13364; 13438; 13668","http://www.presidency.ucsb.edu/ws/index.php?pid=61398"
"Government Purchases of Crude Petroleum and Petroleum Products","1958","34-Eisenhower",FALSE,"__security__; __foreign__",559,0,"10582","","http://www.presidency.ucsb.edu/ws/index.php?pid=106309"
"Designating the Honorable Luis Negron-Fernandez as Acting Judge of the District Court of the United States for Puerto Rico for the Year 1949","1949","33-Truman",FALSE,"",133,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=60751"
"Educational Excellence for Hispanic Americans","1994","42-Clinton",FALSE,"__education__; __DOEd__; __DOL__; __GSA__",1189,0,"12729","12974; 13062; 13138; 13225; 13230","http://www.presidency.ucsb.edu/ws/index.php?pid=49684"
"Amending Executive Order 13381, as Amended, To Extend its Duration by One Year","2006","43-G. W. Bush",FALSE,"",113,0,"13381","","http://www.presidency.ucsb.edu/ws/index.php?pid=253"
"Amendment to Executive Order 13010, the President's Commission on Critical Infrastructure Protection","1996","42-Clinton",FALSE,"",182,0,"13010","13138","http://www.presidency.ucsb.edu/ws/index.php?pid=52246"
"Establishing the National Defense Service Medal","1953","34-Eisenhower",FALSE,"__DOD__; __DOTr__",214,0,"","11265; 11382; 12776; 13286; 13293","http://www.presidency.ucsb.edu/ws/index.php?pid=59215"
"Providing for Assistance to Expanded Production and Continued Stabilization of the National Economy During the Transition from War to Peace, and for the Orderly Modification of Wartime Controls Over Prices, Wages, Materials and Facilities","1945","33-Truman",FALSE,"__economy__; __war__; __foreign__; __USDA__",1167,0,"","9651; 9697","http://www.presidency.ucsb.edu/ws/index.php?pid=77920"
"Establishing the President's Commission on Campaign Costs","1961","35-Kennedy",FALSE,"__DOC__; __GSA__",510,0,"","11039","http://www.presidency.ucsb.edu/ws/index.php?pid=58912"
"Revoking Executive Order No. 11796 of July 30, 1974, and Continuing in Effect Executive Order No. 11533 of June 4, 1970, Relating to the Administration of Export Controls","1974","38-Ford",FALSE,"",182,0,"11796; 11533","11818; 11940; 12002","http://www.presidency.ucsb.edu/ws/index.php?pid=23891"
"Principles of Ethical Conduct for Government Officers and Employees","1990","41-H.W. Bush",FALSE,"__DOJ__; __budget__",1714,0,"12674; 11222; 12565","","http://www.presidency.ucsb.edu/ws/index.php?pid=574"
"Amending Prior Executive Orders Relating to Mutual Educational and Cultural Exchange and to Allowances and Benefits for Government Personnel on Overseas Duty","1967","36-Johnson",FALSE,"__education__; __foreign__",559,0,"11034; 10903","","http://www.presidency.ucsb.edu/ws/index.php?pid=106110"
"Amending Executive Order No. 10539 With Respect to the Administration of the Abaca Production Act of 1950","1954","34-Eisenhower",FALSE,"__GSA__",181,0,"10539","","http://www.presidency.ucsb.edu/ws/index.php?pid=106456"
"Creating an Emergency Board to Investigate a Dispute Between the Braniff Airways, Inc., and Certain of Its Employees","1950","33-Truman",FALSE,"",238,0,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=78317"
"Placing an Additional Position in Level V of the Federal Executive Salary Schedule","1967","36-Johnson",FALSE,"__security__; __health__; __education__",87,0,"11248","","http://www.presidency.ucsb.edu/ws/index.php?pid=106107"
"Amendment of the List of Communicable Diseases Contained in Executive Order No. 9708 of March 26, 1946, as Amended by Executive Order No. 10532 of May 28, 1954","1962","35-Kennedy",FALSE,"__health__",279,0,"9708; 10532","12452","http://www.presidency.ucsb.edu/ws/index.php?pid=59009"
"Presidential Task Force on the Arts and Humanities","1981","40-Reagan",FALSE,"__art__",139,0,"12308","","http://www.presidency.ucsb.edu/ws/index.php?pid=44324"
"Creating an Emergency Board to Investigate a Dispute Between the Carriers Representd by the Western Carriers' Conference Committee and Certain of Their Employees","1950","33-Truman",FALSE,"",237,0,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=78296"
"Seal for the Panama Canal Commission","1981","40-Reagan",FALSE,"",243,0,"","12982; 13013; 13076; 13120; 13529; 13680","http://www.presidency.ucsb.edu/ws/index.php?pid=43759"
"Hostage Recovery Activities","2015","44-Obama",FALSE,"__environment__; __NSC__; __foreign__; __security__; __DOJ__; __State__; __DOTr__; __DOD__; __CIA__; __OMB__; __budget__",1581,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=110377"
"Blocking Government of Haiti Property and Prohibiting Transactions With Haiti","1993","42-Clinton",FALSE,"__economy__; __security__; __DOTr__; __State__",1059,0,"12775; 12779","12872; 12917; 12922; 12932","http://www.presidency.ucsb.edu/ws/index.php?pid=61548"
"Foreign Assistance Functions","1979","39-Carter",FALSE,"__foreign__; __security__",214,0,"11223","","http://www.presidency.ucsb.edu/ws/index.php?pid=31806"
"Establishing a Commission for the Commemoration of the One Hundred and Seventy-Fifth Anniversary of the Signing of the Declaration of Independence","1951","33-Truman",FALSE,"",410,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=78394"
"Appointment of the Members and the Alternate Member of a Military Tribunal Establlished for the Trial and Punishment of Major War Criminals in Germany","1946","33-Truman",FALSE,"__war__; __foreign__; __DOJ__; __DOD__; __State__",414,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=77982"
"Chemical Warfare Review Commission","1985","40-Reagan",FALSE,"__war__; __DOD__; __GSA__",474,0,"","12534","http://www.presidency.ucsb.edu/ws/index.php?pid=38966"
"National Commission on Social Security Reform","1982","40-Reagan",FALSE,"__security__",95,0,"12335","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=42139"
"Reports of Identical Bids","1961","35-Kennedy",FALSE,"__economy__; __DOJ__; __foreign__; __DOD__; __GSA__; __security__; __war__",1519,0,"","12430","http://www.presidency.ucsb.edu/ws/index.php?pid=58874"
"Census Statistics on Legal Immigrants","1980","39-Carter",FALSE,"__DOC__",343,0,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=44410"
"Taking Additional Steps To Address the National Emergency With Respect to Somalia","2012","44-Obama",FALSE,"__economy__; __security__; __foreign__; __DOTr__; __State__",1004,0,"13536","","http://www.presidency.ucsb.edu/ws/index.php?pid=101397"
"Making Certain Changes in the Customs Field Organization","1949","33-Truman",FALSE,"",177,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=78275"
"Implementation of the Enterprise for the Americas Initiative","1991","41-H.W. Bush",FALSE,"__DOTr__; __State__; __environment__; __USDA__; __OMB__; __economy__; __CEQ__; __EPA__; __DOC__",820,0,"11269","12823; 13028; 13118; 13131; 13345","http://www.presidency.ucsb.edu/ws/index.php?pid=23596"
"Amendments to the Manual for Courts-Martial, United States, 1969 (Revised Edition)","1981","40-Reagan",FALSE,"__DOD__",548,0,"11476; 11835; 12018; 12198; 12233","12315; 12340; 12383; 12460; 12473; 12484","http://www.presidency.ucsb.edu/ws/index.php?pid=43884"
"Terminating the Maritime Advisory Committee","1968","36-Johnson",FALSE,"",64,0,"11156","","http://www.presidency.ucsb.edu/ws/index.php?pid=106196"
"Authorizing the Detail of an Army Officer for Military Duty with the Institute of Inter-American Affairs and the Inter-American Educational Foundation","1946","33-Truman",FALSE,"__education__; __war__; __State__",169,0,"9710","","http://www.presidency.ucsb.edu/ws/index.php?pid=60701"
"Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Committee on Government Operations, House of Representatives","1967","36-Johnson",FALSE,"__economy__; __DOTr__",213,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=106116"
"Amendment of Executive Order No. 9781, Establishing the Air Coordinating Committee","1952","33-Truman",FALSE,"__OMB__; __security__",230,0,"9781; 9990","10438; 10655; 10796","http://www.presidency.ucsb.edu/ws/index.php?pid=60807"
"Amendment of Executive Order No. 9195 of July 7, 1942, as Amended, Prescribing Regulations Relating to Aerial Flights by Personnel of the Army, Navy, Marine Corps, Coast Guard, and National Guard, and Officers of the Public Health Service Detailed for Duty with the Coast Guard","1949","33-Truman",FALSE,"__health__; __war__",513,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=60756"
"Conferring a Competitive Civil-Service Status Upon William P. Francisco Without Regard to the Competitive Provisions of the Civil Service Rules and Regulations","1953","33-Truman",FALSE,"",68,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=78524"
"Creating an Emergency Board To Investigate a Dispute Between the Chicago, Rock Island and Pacific Railroad Company and Other Carriers Represented by the Western Carriers' Conference Committee and Certain of Their Employees","1960","34-Eisenhower",FALSE,"",402,0,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=106535"
"Amending Executive Order No. 10707, Establishing a Seal For the United States Coast Guard","1966","36-Johnson",FALSE,"__DOTr__",147,0,"10707","","http://www.presidency.ucsb.edu/ws/index.php?pid=105778"
"Establishing the Federal Financing Bank Advisory Council","1974","37-Nixon",FALSE,"__DOTr__; __USDA__; __DOC__; __health__; __education__; __HUD__; __DOT__",190,0,"","12379","http://www.presidency.ucsb.edu/ws/index.php?pid=60517"
"Extending Diplomatic Privileges and Immunities to the Liaison Office of the People's Republic of China in Washington, DC and to Members Thereof","1974","37-Nixon",FALSE,"__State__",110,0,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=106792"
"Establishing Federal Development Planning Committees for Alaska","1964","36-Johnson",FALSE,"__economy__; __DOD__; __DOI__; __USDA__; __DOC__; __DOL__; __health__; __education__; __FAA__; __OMB__",2035,0,"11150","11382; 11386; 11608","http://www.presidency.ucsb.edu/ws/index.php?pid=106273"
"Adjustments of Rates of Pay and Allowances for the Uniformed Services, Amendment to Executive Order 12984","1996","42-Clinton",FALSE,"",162,0,"12984","13033","http://www.presidency.ucsb.edu/ws/index.php?pid=52471"
"Suspending a Provision of Section 5751(b) of Title 10, United States Code, Which Relates to Officers of the Marine Corps in the Grade of Lieutenant Colonel","1967","36-Johnson",FALSE,"",98,0,"","11437","http://www.presidency.ucsb.edu/ws/index.php?pid=106090"
"Creating an Emergency Board to Investigate Disputes Between the Chicago and North Western Railway Company, the Former Chicago, St. Paul, Minneapolis and Omaha Railway Company, Now a Part of the Chicago and North Western Railway Company by Merger, and Certain of Their Employees","1962","35-Kennedy",FALSE,"",246,0,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=58954"
"Delegation of Certain Authorities and Assignment of Certain Functions Under the Bipartisan Congressional Trade Priorities and Accountability Act of 2015","2015","44-Obama",FALSE,"__State__; __DOI__; __HHS__; __EPA__; __DOC__; __environment__; __DOL__; __OMB__; __security__; __budget__; __foreign__",856,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=110446"
"Government Work Space Management Reforms","1983","40-Reagan",FALSE,"__war__; __GSA__",464,0,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=41114"
"Suspending the Limitations Upon Punishments for Violations of Articles 82, 85, 86(3), 87, 90, 91(1) and (2), 113, and 115 of the Uniform Code of Military Justice","1951","33-Truman",FALSE,"",142,0,"10214","10628","http://www.presidency.ucsb.edu/ws/index.php?pid=78396"
"Nuclear Cooperation With EURATOM","1987","40-Reagan",TRUE,"__nuclear__; __energy__; __security__",150,0.04,"12193; 12295; 12351; 12409; 12463; 12506; 12554","12629; 12670; 12706; 12753; 12791; 12840; 12903; 12955","http://www.presidency.ucsb.edu/ws/index.php?pid=33956"
"The Order of Succession of Officers To Act as Secretary of Defense","1991","41-H.W. Bush",TRUE,"__DOD__; __science/research__; __engineering__",529,0.00378071833648393,"12514","13000","http://www.presidency.ucsb.edu/ws/index.php?pid=23609"
"Designating the Facilities of the National Aeronautics and Space Administration at Huntsville, Alabama, as the George C. Marshall Space Flight Center","1960","34-Eisenhower",TRUE,"__NASA__; __science/research__",161,0.0248447204968944,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=59285"
"Prescribing the Order of Succession of Officers To Act as Secretary of Defense, Secretary of the Army, Secretary of the Navy, and Secretary of the Air Force","1959","34-Eisenhower",TRUE,"__DOD__; __science/research__; __engineering__; __university__",705,0.00425531914893617,"10495; 10669","12514","http://www.presidency.ucsb.edu/ws/index.php?pid=106512"
"Administration of Foreign Assistance and Related Functions","1979","39-Carter",TRUE,"__foreign__; __security__; __State__; __DOTr__; __education__; __OMB__; __economy__; __DOD__; __science/research__; __technology__; __DOC__; __USDA__; __DOL__; __DOE__",4181,0.00310930399425975,"11269; 10973; 11579; 10893; 11846; 12065; 11958; 10900; 11223","12226; 12292; 12321; 12365; 12423; 12458; 12500; 12530; 12560; 12608; 12620; 12639; 12680; 12695; 12738; 12884; 13030; 13091; 13118; 13346; 13361; 13656","http://www.presidency.ucsb.edu/ws/index.php?pid=31454"
"Establishment of the SelectUSA Initiative","2011","44-Obama",TRUE,"__economy__; __foreign__; __education__; __DOC__; __security__; __State__; __HHS__; __HUD__; __energy__; __EPA__; __OMB__; __budget__",1007,0.00099304865938431,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=90542"
"Creating an Emergency Board to Investigate Disputes Between the Texas & Pacific Railway Company and Its Subsidiaries, Including the Fort Worth Belt Railway Company and the Texas Pacific-Missouri Pacific Terminal Railroad of New Orleans, and Certain of Their Employees","1950","33-Truman",TRUE,"__engineering__",292,0.00342465753424658,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=78291"
"Federal Emergency Management Agency; Department of Energy","1979","39-Carter",TRUE,"__DOE__; __energy__; __science/research__",218,0.0412844036697248,"12148; 12083; 12121; 12038; 11912","","http://www.presidency.ucsb.edu/ws/index.php?pid=31311"
"Providing an Order of Succession Within the Department of the Interior","2001","43-G. W. Bush",TRUE,"__DOI__; __budget__; __science/research__",321,0.00311526479750779,"11487","13261","http://www.presidency.ucsb.edu/ws/index.php?pid=61525"
"Order of Succession of Officers To Act as Secretary of Defense","1996","42-Clinton",TRUE,"__DOD__; __technology__; __science/research__; __engineering__",581,0.00688468158347676,"12787","13394","http://www.presidency.ucsb.edu/ws/index.php?pid=52715"
"Amendments to the Manual for Courts-Martial, United States, 1969 (Revised Edition)","1981","40-Reagan",TRUE,"__computing__; __DOD__",2922,0.000342231348391513,"11476; 11835; 12018; 12198; 12233; 12306","12340; 12383; 12460; 12484","http://www.presidency.ucsb.edu/ws/index.php?pid=44126"
"Amendment of Executive Order No. 10717, Establishing the President's Award for Distinguished Federal Civilian Service","1961","35-Kennedy",TRUE,"__science/research__; __technology__",378,0.00529100529100529,"10717","","http://www.presidency.ucsb.edu/ws/index.php?pid=58917"
"Designation of Public International Organizations for Purposes of the Securities Exchange Act of 1934 and the Foreign Corrupt Practices Act of 1977","2002","43-G. W. Bush",TRUE,"__foreign__; __nuclear__; __energy__; __economy__",255,0.00784313725490196,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=61355"
"Interpretation of the Geneva Conventions Common Article 3 as Applied to a Program of Detention and Interrogation Operated by the Central Intelligence Agency","2007","43-G. W. Bush",TRUE,"__CIA__; __war__; __medical__",1296,0.00154320987654321,"","13491","http://www.presidency.ucsb.edu/ws/index.php?pid=75569"
"Federal Civilian and Military Pay Increases","1977","39-Carter",TRUE,"__foreign__; __medical__",346,0.00289017341040462,"11941","12087","http://www.presidency.ucsb.edu/ws/index.php?pid=6715"
"Approving Regulations of the Civil Service Commission Under the Federal Employees Pay Act of 1945","1945","33-Truman",TRUE,"__war__; __computing__; __FCC__; __education__",4720,0.00148305084745763,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=77904"
"Physical Fitness and Sports","1982","40-Reagan",TRUE,"__HHS__; __health__; __medical__; __science/research__; __education__; __innovation__; __GSA__",818,0.00611246943765281,"10830; 11562","12399; 12489; 12534; 12539; 12610; 12692; 12694; 12709; 12774; 12869; 12974; 13062; 13138; 13225; 13265","http://www.presidency.ucsb.edu/ws/index.php?pid=42997"
"Establishing the Federal Civil Defense Administration in the Office for Emergency Management of the Executive Office of the President","1950","33-Truman",TRUE,"__science/research__; __foreign__; __State__; __security__",945,0.00105820105820106,"9784","","http://www.presidency.ucsb.edu/ws/index.php?pid=78352"
"Adjustments of Certain Rates of Federal Pay and Allowances","1986","40-Reagan",TRUE,"__foreign__; __medical__",448,0.00223214285714286,"12496","12622","http://www.presidency.ucsb.edu/ws/index.php?pid=36849"
"Public Alert and Warning System","2006","43-G. W. Bush",TRUE,"__war__; __security__; __DHS__; __FCC__; __education__; __DOC__; __technology__; __DOD__; __OMB__; __budget__",1124,0.000889679715302491,"12472","","http://www.presidency.ucsb.edu/ws/index.php?pid=234"
"Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders","2005","43-G. W. Bush",TRUE,"__DOI__; __DHS__; __health__; __DOL__; __university__; __DOEd__; __HHS__; __art__; __science/research__; __NSF__; __PCAST__; __OSTP__; __DOC__; __security__; __environment__; __GSA__; __energy__; __economy__; __technology__; __computing__",1279,0.00938232994526974,"11145; 13231; 12196; 13256; 13270; 11183; 12994; 12367; 12216; 11287; 13226; 13237; 13265; 12131; 12382; 12905; 13328; 13326; 13316; 13283","13446","http://www.presidency.ucsb.edu/ws/index.php?pid=61478"
"Interagency Task Force on the Roles and Missions of the United States Coast Guard","1999","42-Clinton",TRUE,"__State__; __DOD__; __DOJ__; __DOC__; __DOL__; __DOT__; __EPA__; __OMB__; __NSC__; __CEQ__; __economy__; __technology__; __security__; __foreign__; __environment__; __budget__",799,0.00125156445556946,"","13138","http://www.presidency.ucsb.edu/ws/index.php?pid=57311"
"Executive Schedule","1978","39-Carter",TRUE,"__State__; __DOTr__; __DOD__; __DOJ__; __economy__; __USDA__; __DOC__; __DOL__; __health__; __education__; __science/research__; __DOT__; __OMB__; __security__; __DOI__; __GSA__",543,0.00184162062615101,"11861","12099; 12111; 12119; 12154","http://www.presidency.ucsb.edu/ws/index.php?pid=31207"
"Imposing Additional Sanctions With Respect to North Korea","2015","44-Obama",TRUE,"__economy__; __security__; __computing__; __foreign__; __DOTr__; __State__; __technology__",1152,0.00173611111111111,"13466; 13551; 13570","","http://www.presidency.ucsb.edu/ws/index.php?pid=108103"
"The President's Committee for Traffic Safety","1960","34-Eisenhower",TRUE,"__science/research__; __education__; __DOC__",511,0.00195694716242661,"","10898; 10968; 11382","http://www.presidency.ucsb.edu/ws/index.php?pid=106536"
"Accelerating Broadband Infrastructure Deployment","2012","44-Obama",TRUE,"__innovation__; __GSA__; __DHS__; __OSTP__; __DOD__; __DOI__; __USDA__; __DOC__; __DOT__; __VA__; __FCC__; __CEQ__; __security__; __environment__; __technology__; __State__; __OMB__; __budget__",1644,0.00304136253041363,"13604","","http://www.presidency.ucsb.edu/ws/index.php?pid=101030"
"Proliferation of Weapons of Mass Destruction","1998","42-Clinton",TRUE,"__economy__; __foreign__; __State__; __technology__; __DOTr__; __medical__; __nuclear__; __energy__",800,0.00875,"12938; 12735; 12730; 12924; 12930","13128; 13382","http://www.presidency.ucsb.edu/ws/index.php?pid=56382"
"Amendments to Regulations Relating to Commissioned Officers and Employees of the Public Health Service","1947","33-Truman",TRUE,"__health__; __foreign__; __medical__; __education__; __science/research__; __war__",1991,0.00150678051230537,"9655","9993","http://www.presidency.ucsb.edu/ws/index.php?pid=78142"
"Statistical Policy Functions","1977","39-Carter",TRUE,"__budget__; __OMB__; __DOC__; __economy__; __State__; __DOTr__; __DOD__; __DOJ__; __DOI__; __USDA__; __DOL__; __health__; __education__; __HUD__; __DOT__; __DOE__",1088,0.000919117647058824,"11541; 10253; 10033; 11961","12318","http://www.presidency.ucsb.edu/ws/index.php?pid=6774"
"Creating an Emergency Board to Investigate a Dispute Between the Pan American World Airways, Inc., and Certain of its Employees","1961","35-Kennedy",TRUE,"__engineering__",231,0.00432900432900433,"","10926; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=58857"
"Blocking the Property and Suspending Entry into the United States of Certain Persons With Respect to Grave Human Rights Abuses by the Governments of Iran and Syria Via Information Technology","2012","44-Obama",TRUE,"__technology__; __economy__; __computing__; __security__; __foreign__; __DOTr__; __State__; __war__",1607,0.00808960796515246,"12957; 13338","","http://www.presidency.ucsb.edu/ws/index.php?pid=100679"
"Regulations Related to Voiding or Rescission of Contracts","1983","40-Reagan",TRUE,"__DOD__; __GSA__; __NASA__",366,0.00273224043715847,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=40731"
"Chesapeake Bay Protection and Restoration","2009","44-Obama",TRUE,"__health__; __economy__; __EPA__; __USDA__; __DOD__; __security__; __DHS__; __science/research__; __environment__; __budget__; __innovation__; __DOC__; __DOI__; __war__; __OMB__",2875,0.00452173913043478,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=86151"
"Expanding Approved Stem Cell Lines in Ethically Responsible Ways","2007","43-G. W. Bush",TRUE,"__science/research__; __HHS__; __health__; __NIH__; __medical__; __nuclear__",892,0.0291479820627803,"","13505","http://www.presidency.ucsb.edu/ws/index.php?pid=75464"
"President's Management Improvement Council","1979","39-Carter",TRUE,"__OMB__; __university__; __GSA__",487,0.00205338809034908,"","12258","http://www.presidency.ucsb.edu/ws/index.php?pid=31348"
"Establishing the Federal Radiation Council","1959","34-Eisenhower",TRUE,"__DOD__; __DOC__; __health__; __education__; __AEC__; __OSTP__",334,0.00598802395209581,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=106519"
"Regulations Governing Payment of Travel and Transportation Expenses of Civilian Officers and Employees of the United States When Transferred from One Official Station to Another for Permanent Duty","1946","33-Truman",TRUE,"__economy__; __DOD__; __foreign__; __State__; __computing__; __war__",2561,0.000390472471690746,"9743","10069; 10196; 10274; 10381; 10507; 9834; 9933; 9997","http://www.presidency.ucsb.edu/ws/index.php?pid=60710"
"Prevention, Control, and Abatement of Air and Water Pollution at Federal Facilities","1970","37-Nixon",TRUE,"__environment__; __health__; __education__; __DOI__; __CEQ__; __AEC__; __security__; __budget__; __OMB__; __USDA__",2024,0.000494071146245059,"11282; 11288","11752","http://www.presidency.ucsb.edu/ws/index.php?pid=105901"
"Global Disaster Information Network","2000","42-Clinton",TRUE,"__technology__; __foreign__; __DOC__; __NOAA__; __State__; __DOD__; __DOI__; __USDA__; __DOT__; __DOE__; __OMB__; __EPA__; __NASA__; __CIA__; __security__",1075,0.0111627906976744,"","13284","http://www.presidency.ucsb.edu/ws/index.php?pid=61645"
"Amendment of Executive Order No. 11025, Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Aircraft Industry of the United States","1962","35-Kennedy",TRUE,"__engineering__; __foreign__",275,0.00363636363636364,"11025","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=58968"
"Amendment of Executive Order No. 10127, Establishing Airspace Reservations Over Certain Facilities of the United States Atomic Energy Commission","1958","34-Eisenhower",TRUE,"__AEC__; __engineering__",175,0.0228571428571429,"10127","12434","http://www.presidency.ucsb.edu/ws/index.php?pid=60623"
"Interagency Coordination of Arms Control and Disarmament Matters","1962","35-Kennedy",TRUE,"__State__; __DOD__; __AEC__; __CIA__; __NASA__; __science/research__; __OMB__",820,0.00609756097560976,"","12608","http://www.presidency.ucsb.edu/ws/index.php?pid=58983"
"Improving Agency Disclosure of Information","2005","43-G. W. Bush",TRUE,"__OMB__; __DOJ__; __computing__; __technology__; __budget__",2290,0.00131004366812227,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=65227"
"Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs","1999","42-Clinton",TRUE,"__health__; __education__; __economy__; __HHS__; __science/research__; __GSA__",1138,0.00439367311072056,"","13216; 13515","http://www.presidency.ucsb.edu/ws/index.php?pid=57692"
