"title","year","president","st.flag","matchWords","word.count","stMatchRatio","eoMatches.out","eoMatches.in","link"
"National Defense Industrial Resources Preparedness","1994","42-Clinton",TRUE,"__energy__; __security__; __technology__; __science/research__; __NSC__; __USDA__; __DOE__; __HHS__; __health__; __DOT__; __DOD__; __DOC__; __foreign__; __war__; __DOTr__; __OMB__; __DOI__; __budget__; __GSA__; __DOL__; __State__; __DOJ__; __nuclear__",5278,0.00795755968169761,"12472; 10789; 10222; 10480; 10647; 11179; 11355; 11912; 12148; 12521; 12649; 12773; 11790","13286; 13456; 13603","http://www.presidency.ucsb.edu/ws/index.php?pid=50295"
"Amending the Order of Succession Within the Department of Agriculture","2009","43-G. W. Bush",TRUE,"__USDA__; __foreign__; __environment__; __science/research__; __education__; __economy__",407,0.00245700245700246,"13241","","http://www.presidency.ucsb.edu/ws/index.php?pid=85410"
"Amending Executive Order 13257 To Implement the Trafficking Victims Protection Reauthorization Act of 2003","2004","43-G. W. Bush",TRUE,"__State__; __foreign__; __DHS__; __DOC__; __science/research__; __security__",747,0.00267737617135207,"13257","","http://www.presidency.ucsb.edu/ws/index.php?pid=61427"
"Creating an Emergency Board to Investigate a Dispute Between the Wabash Railroad Company and the Ann Arbor Railroad Company and Certain of Their Employees","1949","33-Truman",TRUE,"__engineering__",252,0.00396825396825397,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=78240"
"Alaska Natural Gas Transportation System","1979","39-Carter",TRUE,"__USDA__; __energy__; __EPA__; __engineering__",589,0.00509337860780985,"11222","","http://www.presidency.ucsb.edu/ws/index.php?pid=32510"
"Prescribing Responsibilities of the Office of Emergency Planning in the Executive Office of the President","1962","35-Kennedy",TRUE,"__war__; __security__; __economy__; __foreign__; __science/research__; __medical__; __nuclear__; __OMB__; __GSA__; __DOD__",4004,0.00124875124875125,"10421; 10952; 10958; 10660; 10705; 10480; 10900; 10582; 10427; 10737; 10995; 11030; 10296; 10312; 10346; 10494; 10601; 10634; 10242; 10260; 10529; 10789; 9981; 10219; 10269; 10438; 10461; 10524; 10539; 10638; 10773; 10782; 10902","11075; 11092; 11093; 11490; 11556; 11610; 11725; 11794; 12046; 12148; 12473","http://www.presidency.ucsb.edu/ws/index.php?pid=58990"
"Further Amending Executive Order 10789 Authorizing Agencies of the Government to Exercise Certain Contracting Authority in Connection with National Defense Functions and Prescribing Regulations Governing the Exercise of Such Authority","1971","37-Nixon",TRUE,"__nuclear__; __DOD__",790,0.00126582278481013,"10789; 11051; 11382","","http://www.presidency.ucsb.edu/ws/index.php?pid=106659"
"Prescribing Procedures Governing Interdepartmental Cash Awards to the Members of the Armed Forces","1968","36-Johnson",TRUE,"__science/research__; __economy__; __DOT__; __DOD__",494,0.0121457489878543,"","12107; 13286","http://www.presidency.ucsb.edu/ws/index.php?pid=59176"
"Addition to Level IV of the Executive Schedule","1991","41-H.W. Bush",TRUE,"__NIH__",86,0.0116279069767442,"12154","","http://www.presidency.ucsb.edu/ws/index.php?pid=23597"
"Blocking Property of Certain Persons With Respect to Human Rights Abuses in Syria","2011","44-Obama",TRUE,"__economy__; __security__; __foreign__; __DOTr__; __State__; __technology__; __war__",1125,0.000888888888888889,"13338; 13399; 13460","13573; 13582","http://www.presidency.ucsb.edu/ws/index.php?pid=90318"
"Assigning Emergency Preparedness Functions to the Secretary of State","1963","35-Kennedy",TRUE,"__State__; __foreign__; __war__; __economy__; __DOC__; __science/research__",723,0.00276625172890733,"","11490","http://www.presidency.ucsb.edu/ws/index.php?pid=59026"
"Prescribing a Portion of the Selective Service Regulations","1952","33-Truman",TRUE,"__health__; __education__; __science/research__; __DOJ__",2292,0.00043630017452007,"","10420; 10837; 10984; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=78508"
"Blocking Property of Transnational Criminal Organizations","2011","44-Obama",TRUE,"__economy__; __foreign__; __security__; __DOTr__; __DOJ__; __State__; __technology__; __war__",1235,0.000809716599190283,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=90663"
"Blocking Property of Persons Threatening the Peace, Security, or Stabilization of Burma","2012","44-Obama",TRUE,"__security__; __economy__; __foreign__; __DOTr__; __State__; __technology__",1415,0.00212014134275618,"13047; 13448; 13310; 13464","13651","http://www.presidency.ucsb.edu/ws/index.php?pid=101361"
"Designating Certain Agencies Pursuant to Section 103 (a) of the Renenogiation Act of 1951","1951","33-Truman",TRUE,"__NASA__",190,0.00526315789473684,"","10773; 11051","http://www.presidency.ucsb.edu/ws/index.php?pid=78405"
"Public International Organizations Entitled To Enjoy Privileges, Exemptions, and Immunities","1982","40-Reagan",TRUE,"__science/research__; __foreign__",232,0.00431034482758621,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=42436"
"Compensation for Damages Involving Nuclear Reactors of United States Warships","1976","38-Ford",TRUE,"__nuclear__; __war__; __DOD__; __OMB__; __DOJ__; __State__; __foreign__",333,0.015015015015015,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=59202"
"Conservation of Petroleum and Natural Gas","1979","39-Carter",TRUE,"__OMB__; __DOE__",652,0.00460122699386503,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=31844"
"Further Amendment to Executive Order 12958, as Amended, Classified National Security Information","2003","43-G. W. Bush",TRUE,"__security__; __foreign__; __science/research__; __technology__; __economy__; __nuclear__; __art__; __war__; __State__; __DOD__; __energy__; __education__; __CIA__; __computing__",8721,0.00149065474142874,"12958","13526","http://www.presidency.ucsb.edu/ws/index.php?pid=61388"
"Adjusting Rates of Pay for Certain Statutory Schedules","1969","37-Nixon",TRUE,"__medical__; __foreign__",1030,0.00388349514563107,"","11811","http://www.presidency.ucsb.edu/ws/index.php?pid=106009"
"Authorizing the Secretary of the Navy to Take Possession of Anf to Operate the Plants and Facilities of the United Engineering Company, Ltd. Located At San Francisco, California","1945","33-Truman",TRUE,"__DOD__; __engineering__; __war__; __DOJ__; __DOL__",875,0.00342857142857143,"","9603","http://www.presidency.ucsb.edu/ws/index.php?pid=77903"
"Amending the Selective Service Regulations","1967","36-Johnson",TRUE,"__war__; __DOJ__; __health__; __medical__",2200,0.00727272727272727,"9988; 10001; 10008; 10116; 10202; 10292; 10363; 10659; 10714; 10984; 11188","11360; 11586; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=106088"
"Revocation of Executive Order No. 9908 of December 5, 1947","1955","34-Eisenhower",TRUE,"__nuclear__; __energy__; __AEC__",388,0.0283505154639175,"9908; 9701","","http://www.presidency.ucsb.edu/ws/index.php?pid=106399"
"Amendment of Paragraphs 76a and 127c of the Manual for Courts-Martial, United States, 1951","1954","34-Eisenhower",TRUE,"__computing__",322,0.0031055900621118,"10214","10628","http://www.presidency.ucsb.edu/ws/index.php?pid=106476"
"Amendment of Executive Order 7397 of June 20, 1936, as Amended, Establishing the Federal Fire Council","1951","33-Truman",TRUE,"__GSA__; __engineering__",298,0.00335570469798658,"9594","11654","http://www.presidency.ucsb.edu/ws/index.php?pid=78402"
"Establishment of Emergency Board No. 201 To Investigate a Railroad Labor Dispute","1983","40-Reagan",TRUE,"__engineering__",397,0.00251889168765743,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=41135"
"Greening the Government Through Leadership in Environmental Management","2000","42-Clinton",TRUE,"__environment__; __health__; __innovation__; __economy__; __budget__; __OMB__; __EPA__; __CEQ__; __USDA__; __DOD__; __GSA__; __security__; __NSC__; __energy__",6324,0.00047438330170778,"11050; 13109; 13101; 12856; 12088; 12843; 12969; 13123; 13134","13327; 13423; 13693","http://www.presidency.ucsb.edu/ws/index.php?pid=61641"
"Creating a Board of Inquiry to Report on Certain Labor Disputes Affecting the Military Jet Engine Industry, Military Aircraft Industry, Military Armament Industry and Military Electronics Industry of the United States","1966","36-Johnson",TRUE,"__engineering__; __war__; __foreign__",573,0.00349040139616056,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=105775"
"Prescribing the Manual for Courts-Martial, United States, 1951","1951","33-Truman",TRUE,"__war__; __art__; __health__; __education__; __DOD__; __foreign__; __security__; __science/research__; __computing__; __math__",52112,9.59471906662573e-05,"","10247; 10256; 10565; 10652; 11009; 11081; 11317","http://www.presidency.ucsb.edu/ws/index.php?pid=78370"
"Responses to Environmental Damage","1981","40-Reagan",TRUE,"__environment__; __State__; __DOD__; __DOJ__; __DOI__; __USDA__; __DOC__; __DOL__; __HHS__; __DOT__; __DOE__; __EPA__; __NRC__; __OMB__; __health__; __DOTr__; __budget__",1874,0.00106723585912487,"12291; 12286","12418; 12580","http://www.presidency.ucsb.edu/ws/index.php?pid=44165"
"Continuance of Certain Federal Advisory Committees and Amendments to Executive Orders 13038 and 13054","1997","42-Clinton",TRUE,"__DOI__; __health__; __DOL__; __education__; __DOEd__; __university__; __PCAST__; __OSTP__; __art__; __science/research__; __NSF__; __HHS__; __DOC__; __security__; __DOD__; __environment__; __GSA__",661,0.00907715582450832,"13038; 13054; 11145; 12196; 12871; 12900; 12876; 11183; 12882; 12367; 12216; 11287; 12994; 12345; 12131; 12832; 12905; 12891; 12964; 12987; 13032; 12946; 12864; 12890; 12921; 12970; 13015; 12974; 12721","13065; 13138","http://www.presidency.ucsb.edu/ws/index.php?pid=54692"
"Federal Regional Councils","1979","39-Carter",TRUE,"__OMB__; __DOI__; __USDA__; __DOC__; __DOL__; __health__; __education__; __HUD__; __DOT__; __DOE__; __EPA__; __GSA__; __engineering__; __economy__",787,0.00254129606099111,"11647","12314","http://www.presidency.ucsb.edu/ws/index.php?pid=32630"
"Establishing the President's Advisory Council on Cost Reduction","1967","36-Johnson",TRUE,"__economy__; __OMB__; __DOD__; __GSA__; __science/research__",574,0.00174216027874564,"","11418; 11509","http://www.presidency.ucsb.edu/ws/index.php?pid=106091"
"Providing Compensation to Americas Nuclear Weapons Workers","2000","42-Clinton",TRUE,"__nuclear__; __energy__; __war__; __science/research__; __DOE__; __DOL__; __HHS__; __DOJ__; __health__; __OMB__; __economy__; __medical__; __budget__",2030,0.0231527093596059,"","13699","http://www.presidency.ucsb.edu/ws/index.php?pid=61668"
"Federal Procurement Reform","1994","42-Clinton",TRUE,"__innovation__; __education__; __technology__; __OMB__",587,0.00681431005110733,"12352","","http://www.presidency.ucsb.edu/ws/index.php?pid=49274"
"Placing Certain Positions in Levels IV and V of the Executive Schedule","1973","37-Nixon",TRUE,"__health__; __education__; __NIH__; __DOJ__; __OMB__; __DOD__; __science/research__; __engineering__; __DOL__; __DOC__; __security__; __GSA__; __HUD__",352,0.00852272727272727,"11248","11715; 11727; 11736; 11768","http://www.presidency.ucsb.edu/ws/index.php?pid=106749"
"Conforming the Central Intellegence Agency and Civil Service Retirement and Disability Systems","1989","41-H.W. Bush",TRUE,"__CIA__; __computing__",366,0.00273224043715847,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=23532"
"Amending Executive Order No. 11652 Relating to Classification and Declassification of National Security Information and Material","1975","38-Ford",TRUE,"__security__; __energy__; __AEC__; __ERDA__; __NRC__",170,0.0470588235294118,"11652","12065","http://www.presidency.ucsb.edu/ws/index.php?pid=23933"
"Improving the Security of Consumer Financial Transactions","2014","44-Obama",TRUE,"__security__; __economy__; __innovation__; __technology__; __OMB__; __DOTr__; __computing__; __GSA__; __DOJ__; __DHS__; __DOC__; __NSC__; __OSTP__; __budget__",968,0.0103305785123967,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=107786"
"Reservation of Source Material in Certain Lands Owned by the United States","1947","33-Truman",TRUE,"__nuclear__; __energy__; __AEC__",594,0.0117845117845118,"9701; 9613","10596","http://www.presidency.ucsb.edu/ws/index.php?pid=78153"
"Federal Facility Ridesharing Program","1980","39-Carter",TRUE,"__economy__; __OMB__; __GSA__; __DOT__; __DOE__; __energy__; __EPA__",605,0.00495867768595041,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=32887"
"President's Commission on Industrial Competitiveness","1983","40-Reagan",TRUE,"__technology__; __DOC__; __GSA__",419,0.00954653937947494,"","12440; 12457; 12534","http://www.presidency.ucsb.edu/ws/index.php?pid=41529"
"Delegating to the Administrator of Veterans' Affairs Certain Authority Relating to Grants-in-Aid to the Republic of the Philippines for Medical Care and Treatment of Veterans","1974","37-Nixon",TRUE,"__medical__; __health__; __State__; __OMB__",229,0.00436681222707424,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=59126"
"Regulations Governing Payment of Disability Retirement Pay, Hospitalization, and Re-Examination of Members and Former Members of the Uniformed Services","1950","33-Truman",TRUE,"__DOD__; __security__; __medical__; __health__; __war__",892,0.00224215246636771,"9703","10400; 11733","http://www.presidency.ucsb.edu/ws/index.php?pid=59325"
"Providing for the Performance of Certain Functions Heretofore Performed by the President With Respect to Electric Power and Natural Gas Facilities Located on the Borders of the United States","1953","34-Eisenhower",TRUE,"__energy__; __foreign__; __State__; __DOD__",599,0.00500834724540901,"","11423; 12038; 12847; 13337","http://www.presidency.ucsb.edu/ws/index.php?pid=59222"
"Directing the Secretary of Commerce to Take Possession of and Operate the Plants and Facilities of Certain Steel Companies","1952","33-Truman",TRUE,"__DOC__; __security__; __AEC__; __economy__; __war__",1733,0.000577034045008655,"10233","","http://www.presidency.ucsb.edu/ws/index.php?pid=78454"
"Improving Government Program Performance","2007","43-G. W. Bush",TRUE,"__OMB__; __budget__; __computing__; __security__",1707,0.00234329232571763,"9703","","http://www.presidency.ucsb.edu/ws/index.php?pid=76043"
"Revocation of Various Executive Orders","1986","40-Reagan",TRUE,"__DOD__; __security__; __nuclear__; __energy__; __foreign__; __AEC__; __NASA__; __USDA__; __DOI__; __State__; __DOC__; __economy__; __DOJ__; __education__; __ERDA__; __NRC__; __GSA__; __DOE__; __environment__; __medical__; __science/research__; __DOEd__; __DOTr__",4542,0.00660501981505945,"9553; 9555; 9567; 9573; 9576; 9588; 9640; 9663; 9675; 9684; 9700; 9702; 9713; 9716; 9717; 9719; 9721; 9731; 9748; 9749; 9763; 9770; 9782; 9793; 9798; 9803; 9838; 9855; 9874; 9878; 9880; 9891; 9899; 9900; 9910; 9918; 9922; 9923; 9929; 9936; 9940; 9942; 9947; 9948; 9949; 9965; 9971; 9988; 9991; 9992; 9996; 10001; 10008; 10010; 10015; 10029; 10032; 10037; 10038; 10045; 10048; 10050; 10051; 10054; 10056; 10067; 10071; 10078; 10080; 10103; 10105; 10106; 10109; 10112; 10114; 10116; 10117; 10120; 10125; 10130; 10138; 10139; 10140; 10142; 10147; 10150; 10157; 10165; 10167; 10202; 10203; 10230; 10232; 10258; 10283; 10285; 10286; 10292; 10300; 10303; 10306; 10314; 10319; 10323; 10328; 10344; 10363; 10366; 10368; 10371; 10372; 10376; 10406; 10415; 10417; 10420; 10449; 10458; 10469; 10504; 10505; 10509; 10511; 10542; 10543; 10562; 10570; 10576; 10578; 10587; 10593; 10594; 10601; 10615; 10622; 10630; 10635; 10643; 10644; 10650; 10657; 10659; 10689; 10691; 10693; 10696; 10709; 10710; 10714; 10723; 10734; 10735; 10738; 10749; 10750; 10757; 10760; 10770; 10774; 10809; 10811; 10837; 10842; 10843; 10848; 10862; 10868; 10872; 10874; 10875; 10877; 10878; 10888; 10904; 10906; 10919; 10923; 10926; 10933; 10944; 10949; 10951; 10953; 10954; 10962; 10963; 10965; 10969; 10971; 10975; 10976; 10984; 11006; 11008; 11011; 11013; 11015; 11025; 11026; 11027; 11029; 11033; 11040; 11042; 11043; 11049; 11050; 11054; 11078; 11086; 11098; 11101; 11102; 11105; 11108; 11115; 11116; 11119; 11121; 11127; 11131; 11135; 11138; 11147; 11168; 11169; 11170; 11171; 11180; 11181; 11188; 11196; 11206; 11213; 11237; 11241; 11243; 11252; 11255; 11266; 11276; 11284; 11286; 11291; 11303; 11307; 11308; 11314; 11320; 11321; 11324; 11325; 11327; 11329; 11343; 11344; 11350; 11356; 11360; 11386; 11387; 11391; 11422; 11431; 11433; 11434; 11436; 11442; 11443; 11444; 11445; 11449; 11452; 11486; 11493; 11497; 11527; 11537; 11543; 11553; 11555; 11558; 11559; 11563; 11569; 11574; 11585; 11586; 11606; 11621; 11622; 11650; 11663; 11664; 11679; 11694; 11706; 11745; 11761; 11771; 11783; 11787; 11788; 11797; 11805; 11834; 11836; 11852; 11867; 11871; 11876; 11896; 11969; 12009; 12040; 12097; 12129; 12140; 12150; 12153; 12162; 12184; 12186; 12187; 12189; 12193; 12209; 12212; 12227; 12244; 12254; 12256; 12257; 12263; 12269; 12270; 12297; 12299; 12327; 12351; 12357; 12358; 12370; 12373; 12376; 12384; 12385; 12386; 12390; 12392; 12393; 12397; 12398; 12402; 12405; 12408; 12409; 12414; 12415; 12427; 12429; 12434; 12440; 12442; 12447; 12449; 12455; 12457; 12463; 12476; 12480; 12481; 12482; 12486; 12491; 12492; 12495","","http://www.presidency.ucsb.edu/ws/index.php?pid=36921"
"Amending the Selective Service Regulations","1959","34-Eisenhower",TRUE,"__health__; __DOD__; __science/research__",1941,0.000515198351365276,"9988; 10001; 10202; 10292; 10594; 10659; 10714","10984; 11098; 11188; 11360; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=106504"
"Further Amendments to Executive Order 12835, Establishment of the National Economic Council","2009","44-Obama",TRUE,"__economy__; __HHS__; __DOEd__; __energy__; __technology__; __DHS__",134,0.0149253731343284,"12835","","http://www.presidency.ucsb.edu/ws/index.php?pid=85749"
"Award and Presentation of the National Medal of Science","1966","36-Johnson",TRUE,"__science/research__; __math__; __engineering__; __NSF__; __university__; __DOC__; __technology__; __medical__",1365,0.0256410256410256,"10910; 10961","11502; 11734; 11827; 11948; 12110; 12258; 12399; 12489; 12534; 12610; 12692; 12774; 12869; 12974; 13062; 13138; 13225; 13316; 13385; 13446; 13511; 13585; 13652","http://www.presidency.ucsb.edu/ws/index.php?pid=59158"
"Regulations Relating to the Right of Members of the Uniformed Services to Incentive Pay for the Performance of Hazardous Duty Required by Competent Orders","1950","33-Truman",TRUE,"__medical__",1961,0.00101988781234064,"","10618; 10681; 10739; 10892; 11120; 11157","http://www.presidency.ucsb.edu/ws/index.php?pid=60771"
"Amending the Selctive Service Regulations","1952","33-Truman",TRUE,"__science/research__; __medical__; __health__; __DOL__",367,0.00817438692098093,"10129","11360; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=78473"
"Establishing a Construction Industry Collective Bargaining Commission","1969","37-Nixon",TRUE,"__DOL__; __science/research__; __technology__; __innovation__; __security__; __economy__; __OMB__",1368,0.00292397660818713,"","12110","http://www.presidency.ucsb.edu/ws/index.php?pid=105993"
"Decontrol of Crude Oil and Refined Petroleum Products","1981","40-Reagan",TRUE,"__DOE__; __energy__; __economy__",487,0.0164271047227926,"11790; 12038","","http://www.presidency.ucsb.edu/ws/index.php?pid=43901"
"Principles for Federal Infrastructure Investments","1994","42-Clinton",TRUE,"__economy__; __environment__; __energy__; __innovation__; __technology__; __OMB__; __budget__",945,0.00423280423280423,"","13653","http://www.presidency.ucsb.edu/ws/index.php?pid=50520"
"Amending Executive Order No. 6783 Creating the Quetico-Superior Committee","1947","33-Truman",TRUE,"__State__; __DOI__; __USDA__; __DOL__; __science/research__; __education__",234,0.00427350427350427,"9741","10589; 11342","http://www.presidency.ucsb.edu/ws/index.php?pid=78140"
"Establishment of the Ohio River Basin Commission","1971","37-Nixon",TRUE,"__USDA__; __DOD__; __DOC__; __health__; __education__; __HUD__; __DOI__; __DOT__; __AEC__; __EPA__",465,0.0021505376344086,"","11882; 12038; 12148; 12319","http://www.presidency.ucsb.edu/ws/index.php?pid=60489"
"Continuance of Certain Federal Advisory Committees","1985","40-Reagan",TRUE,"__DOI__; __health__; __DOL__; __art__; __HHS__; __science/research__; __NSF__; __economy__; __security__; __DOD__; __DOC__; __GSA__; __war__; __nuclear__",591,0.0050761421319797,"12190; 11145; 12196; 11183; 12367; 12216; 11776; 11287; 12345; 12296; 12382; 12131; 12502; 12369; 12395; 12433; 12335; 12332; 12412; 12426; 12499; 12428; 12400; 12439; 12421; 12401; 12468; 12399; 12489","12610","http://www.presidency.ucsb.edu/ws/index.php?pid=37819"
"Administration of Export Controls","1995","42-Clinton",TRUE,"__economy__; __DOC__; __State__; __energy__; __DOD__; __DOE__; __security__; __foreign__; __CIA__",2513,0.00159172304019101,"12924; 11533; 12002","13020; 13026; 13117; 13206","http://www.presidency.ucsb.edu/ws/index.php?pid=50852"
"Placing an Additional Position in Level V of the Federal Executive Salary Schedule","1966","36-Johnson",TRUE,"__science/research__; __engineering__; __DOD__",93,0.021505376344086,"11248","11393","http://www.presidency.ucsb.edu/ws/index.php?pid=105690"
"Interagency Task Force on the Economic Development of the Southwest Border","1999","42-Clinton",TRUE,"__economy__; __State__; __USDA__; __DOC__; __DOD__; __DOJ__; __DOI__; __DOEd__; __HHS__; __HUD__; __DOE__; __DOL__; __DOT__; __DOTr__; __OMB__; __GSA__; __EPA__; __innovation__; __science/research__",754,0.00530503978779841,"","13284","http://www.presidency.ucsb.edu/ws/index.php?pid=57635"
"Homeland Security Information Sharing","2003","43-G. W. Bush",TRUE,"__security__; __DHS__; __DOJ__; __State__; __DOD__; __DOE__; __OMB__; __budget__",535,0.00186915887850467,"12958; 12968","13356; 13388","http://www.presidency.ucsb.edu/ws/index.php?pid=61406"
"Abolishing the United States of America Typhus Commission","1946","33-Truman",TRUE,"__DOD__; __war__; __science/research__",231,0.00432900432900433,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=78040"
