"","t.1","t.2","t.3","t.4","t.5","t.6","t.7","t.8","t.9","t.10","t.11","t.12","t.13","t.14","t.15","t.16","t.17","t.18","t.19","t.20","t.21","t.22","t.23","t.24","t.25","t.26","t.27","t.28","t.29","t.30","t.31","t.32","t.33","t.34","t.35","t.36","t.37","t.38","t.39","t.40","t.41","t.42","t.43","t.44","t.45","t.46","t.47","t.48","t.49","t.50","t.51","t.52","t.53","t.54","t.55","t.56","t.57","t.58","t.59","t.60","t.61","t.62","t.63","t.64","t.65","t.66","t.67","t.68","t.69","t.70","t.71","t.72","t.73","t.74","t.75","t.76","t.77","t.78","t.79","t.80"
"11692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129034651389346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870965348610654,0,0,0,0,0,0,0,0,0
"11693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12069096313461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87930903686539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11695",0,0,0,0.469670558287308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237435017376071,0.175043379519321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1178510448173,0,0,0,0,0,0,0,0,0,0,0,0
"11696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126437204383883,0,0.0689662703087913,0,0,0.0804604571238096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103448830753846,0,0,0.62068723742967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11697",0,0,0,0,0,0,0,0,0,0,0.0869572306207364,0,0,0,0.097826748579354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130435302455207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684780718344703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200000888882963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533332000008889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266667111108148,0,0,0,0,0,0,0,0,0,0,0,0
"11699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799996000034285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114287591820642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857164081450731,0,0,0,0,0,0,0,0,0,0,0,0,0
"11700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140351892884774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807015050797978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526330563172475,0,0,0,0,0,0,0,0,0,0,0,0,0
"11701",0,0.117241664683915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620694411398581,0,0,0,0,0,0,0,0,0,0,0.36551667063217,0,0.144827776455943,0,0,0,0.310344447088114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11702",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833354166493057,0,0,0.250000694438657,0,0,0,0,0.666663888912037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11703",0,0,0,0,0,0,0,0.179012189453502,0,0,0,0,0,0.154320938119403,0,0,0,0,0,0,0,0.265431569122849,0.141975312452354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111124828473,0,0,0,0,0,0,0,0,0,0.0802471841171057,0,0,0.0679015584500561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11704",0,0,0,0,0,0,0,0,0.62068668255156,0,0,0,0,0,0.241380261583501,0,0.137933055864939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11705",0,0,0,0,0,0,0,0,0,0.0689667657464431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672410879924966,0,0,0,0,0,0,0.0689667657464431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189655588582148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254545884295177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690907140506506,0,0,0,0,0,0,0,0.0545469751983171,0,0,0,0,0,0,0
"11707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11709",0,0,0,0,0,0,0,0,0,0,0.0892870216766696,0,0,0,0.12500111606545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785711862257881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11710",0,0,0,0.0692311656783387,0,0,0,0,0,0,0,0,0,0,0.0846156982231634,0,0,0,0,0,0,0.207691958581761,0.223076491126586,0,0,0,0,0,0,0,0,0.115384763312813,0,0,0,0,0,0,0,0.146153828402462,0,0,0.153846094674875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11713",0,0,0,0,0,0,0,0,0,0,0,0,0,0.228571224491254,0.142857551017493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571438775437318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385712959193149,0,0.185714387754373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55999909333696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226667093331627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213333813331413,0,0,0,0,0,0,0,0,0,0,0,0,0
"11716",0,0,0,0,0.642853401396177,0,0,0,0,0,0,0,0,0,0.0714302720926467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190476757364216,0,0,0,0,0,0.0952395691469605,0,0,0,0,0,0,0,0,0,0,0,0,0
"11718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113637112600752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102273514976653,0,0,0,0.784089372422594,0,0,0
"11719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655751948354268,0,0,0,0,0,0,0,0,0,0,0,0.934424805164573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628275513270639,0,0,0,0,0,0,0.162303678627188,0,0,0,0,0,0,0,0,0,0,0,0.172774849921937,0,0,0,0,0.329842419343185,0.130890164742938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141361336037688,0,0,0,0,0,0,0,0,0,0,0
"11725",0,0,0,0,0,0,0,0,0,0,0,0,0,0.182795722048761,0.0672044795638716,0,0,0,0,0,0,0,0,0,0,0,0,0.336021322551986,0,0,0,0,0,0,0.255376269655552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15860220617983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11727",0,0,0,0,0,0,0,0,0,0,0,0,0,0.196721163666408,0.147541077666831,0,0.0819676296673951,0,0,0,0,0,0,0,0,0,0,0,0.401638188664646,0,0,0,0,0.106557672667184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655742676675361
"11728",0,0,0,0,0.874997656264648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125002343735352,0,0,0,0,0,0,0,0,0,0,0,0,0
"11729",0,0,0,0.157894459838898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263850402756,0.184209764556969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263850402756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184209764556969,0,0.105263850402756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894459838898,0,0,0,0,0,0,0
"11730",0,0,0,0.734265406621809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265734593378191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644688066391111,0,0,0,0,0,0,0,0,0.113553313474999,0,0,0.183150281098489,0,0,0,0,0,0.0586083390354007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11732",0,0,0,0,0,0,0,0,0,0,0,0.206896432820124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103449940518267,0,0,0,0,0,0,0,0,0,0,0,0,0.103449940518267,0,0,0,0,0,0,0,0,0,0,0,0.517235909725694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068967776417648
"11735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763358644601199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236641355398801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249999934210613,0,0,0,0.0605264993072378,0,0,0,0,0,0.0815791031853906,0,0,0,0,0,0,0,0,0,0,0.515789058172292,0,0,0,0,0,0.0921054051244669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11740",0,0,0,0,0.0937522460726931,0,0,0,0,0,0,0,0,0,0,0.0625025390386965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84374521488861,0,0,0,0,0,0,0,0,0
"11741",0,0,0,0,0,0.078948060936361,0.421050623284553,0,0,0,0,0,0,0,0,0,0,0.210525969531819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131579224374544,0,0,0,0,0,0,0,0,0.078948060936361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078948060936361,0,0,0,0,0,0,0
"11742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882366781762675,0,0,0,0,0,0,0,0.0588254324923678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882366781762675,0,0,0,0,0,0,0,0,0,0.499994117750863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205881660911866,0,0,0.0588254324923678,0,0,0
"11744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107382557842725,0,0,0,0.134228141375107,0.196867836283999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626399186220878,0,0.0939597660765336,0,0.0626399186220878,0,0,0.105145425881693,0,0,0.118568217647884,0,0,0,0,0,0,0.118568217647884,0,0
"11745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290322060360511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322579708648921,0,0.0967761706300564,0.290322060360511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155172532697938,0,0,0,0.0862077288855633,0,0.0689665279324697,0,0,0,0.0689665279324697,0,0,0.224137336510312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396549346041248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11753",0,0,0,0,0,0,0,0.0729929058549507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255474258085566,0.105839549256461,0,0,0,0,0,0,0,0,0,0,0.167883209014871,0,0,0,0,0,0,0,0,0,0,0,0,0.145985446747197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251824631040954,0,0,0,0,0,0,0,0,0,0,0
"11754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317708357747358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583332942708944,0,0,0,0.0989586995436986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11755",0,0.0730596171882634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086758209794859,0,0,0,0,0,0,0,0,0.0913244073303909,0,0,0,0,0.0730596171882634,0,0,0,0,0,0,0,0,0.278538506287197,0,0,0,0,0,0,0,0,0,0.397259642211026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11756",0,0,0,0,0,0,0,0,0.549998375012187,0,0,0,0,0,0.374999687502344,0,0,0,0,0,0,0,0.0750019374854689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11757",0,0,0,0,0,0,0,0,0.56410078896829,0,0,0,0,0,0.358974161737217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769250492944926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11758",0,0.0808086827844304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606067646122999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323231700849996,0,0,0,0,0,0.464645128054909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707077236983652,0,0,0,0,0
"11759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135136011675518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243242658882988,0,0,0,0,0,0,0,0,0.0810826880717828,0,0,0,0,0,0,0,0.351349306090458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189335279253,0,0,0,0,0,0,0,0,0
"11764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970879724738933,0,0,0,0,0,0,0,0,0,0,0,0,0.194174974077771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524270779530953,0,0,0,0,0,0.184466273917383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647057266442092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107843694730609,0,0.107843694730609,0,0.13725534409669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58823415719611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672275051176299,0,0,0,0.23529416707843,0,0,0,0,0,0.10924417060783,0,0,0,0,0,0,0,0,0
"11767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"11769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600012799846402,0,0,0,0,0,0.23999912001056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14000031999616,0.14000031999616,0,0,0.33999792002496,0.0800010399875201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171429469377493,0,0,0,0.114287265288397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51428269391207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200000571422041,0,0,0
"11772",0,0,0,0,0,0,0,0,0,0,0,0,0.137932580240273,0,0,0,0,0,0,0,0.0689680142342864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517237693273196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275861712252245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11773",0,0,0,0,0,0,0,0,0,0,0.105265096891677,0,0,0,0,0,0,0,0,0,0,0.0526351799416861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105265096891677,0,0,0,0,0,0,0,0,0,0,0,0.0526351799416861,0,0,0,0,0,0,0,0.421044598591623,0,0,0,0,0,0,0,0.26315484774165,0,0,0,0,0,0,0
"11774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461533432049384,0,0,0,0,0,0,0,0,0,0,0,0,0.15384704140305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769254437414665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307840233842,0,0,0,0,0,0,0,0.115386242572258,0,0,0,0,0
"11777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173915122846224,0,0.130437429077012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695647448076764,0,0,0,0,0,0,0,0,0
"11778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210529362848812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789470637151188,0,0,0,0,0,0,0,0,0
"11779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176473356352535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117650864984736,0,0,0,0,0,0,0,0,0,0.70587577866273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904758049923334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095241950076666,0
"11782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806461238215821,0,0,0,0,0,0,0.483868678478399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161290634752946,0.161290634752946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112903928194127,0,0,0,0,0,0,0,0,0,0,0
"11783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604650676043367,0,0,0,0,0,0,0,0,0,0,0,0.395349323956633,0,0,0,0,0,0,0,0,0,0,0
"11785",0,0,0.0869570888411277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333331400985787,0,0,0,0,0,0,0,0.101449695437872,0,0.0869570888411277,0,0,0.101449695437872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144927515228106,0,0,0,0,0,0.144927515228106,0,0,0,0,0,0,0
"11786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131579743764169,0,0,0,0,0,0,0,0,0.684209141279706,0,0,0.184211114956125,0,0,0,0,0,0,0,0,0,0,0,0
"11787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689666468392514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465514952457306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103449108197343,0,0,0.172414030913527,0,0,0,0.189655261592572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11789",0,0,0,0.05940651896472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990102048797682,0.306929555933771,0,0,0,0,0,0,0,0.0792083619222441,0,0,0,0,0,0,0,0,0,0,0.10891112635853,0,0,0,0,0.237623105582437,0,0,0,0,0.10891112635853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11791",0,0,0,0,0,0,0,0,0.666663333366666,0,0,0,0,0,0.266667333326667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066669333306667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
