"","t.1","t.2","t.3","t.4","t.5","t.6","t.7","t.8","t.9","t.10","t.11","t.12","t.13","t.14","t.15","t.16","t.17","t.18","t.19","t.20","t.21","t.22","t.23","t.24","t.25","t.26","t.27","t.28","t.29","t.30","t.31","t.32","t.33","t.34","t.35","t.36","t.37","t.38","t.39","t.40","t.41","t.42","t.43","t.44","t.45","t.46","t.47","t.48","t.49","t.50","t.51","t.52","t.53","t.54","t.55","t.56","t.57","t.58","t.59","t.60","t.61","t.62","t.63","t.64","t.65","t.66","t.67","t.68","t.69","t.70","t.71","t.72","t.73","t.74","t.75","t.76","t.77","t.78","t.79","t.80"
"9809",0,0,0,0.18059316410072,0,0,0,0,0,0,0,0,0,0.81940683589928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10122",0,0.0769231907143415,0.103550346626399,0,0.313609021043737,0,0,0,0,0.100591773747281,0,0,0,0.121301783901103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118343211021986,0,0,0,0,0,0,0,0,0,0,0.0680474720769892,0,0,0,0,0,0,0,0,0,0,0,0.0976332008681636,0,0,0,0,0,0,0
"13313",0,0,0,0,0,0,0,0.187383986699832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927644435341179,0,0,0,0,0,0,0,0,0,0,0,0.135436002216695,0,0,0,0,0,0,0,0.120593720935798,0,0,0,0,0,0,0,0,0,0.165120564778487,0,0,0,0,0,0.135436002216695,0,0,0,0,0,0,0,0,0,0,0,0,0.163265279618375,0,0,0
"12578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"10900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922517955197116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774820448028839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842700826908719,0.842695770737465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730341465716631,0,0,0,0,0,0,0,0
"9993",0,0,0,0,0,0,0,0,0,0.921611981284876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783880187151242,0,0,0,0,0,0,0,0,0,0,0,0
"12962",0,0,0,0,0,0,0,0,0.430259876822812,0,0,0,0,0,0,0,0,0,0,0,0,0.0685580911980225,0,0,0,0,0,0,0,0,0.118203434322994,0,0,0,0,0,0,0,0,0.382978597656172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122093320713208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145349080583534,0,0,0,0,0,0,0,0.139535140615952,0,0,0,0,0,0,0,0,0,0,0.593022458087307,0,0,0,0,0,0,0,0,0,0,0
"12979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661769139253797,0,0,0,0,0,0,0,0,0.0882356401368817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102941457611216,0,0,0,0,0,0,0,0,0,0,0.39705780709791,0,0,0.213235088668726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132353092559886,0,0,0,0,0,0
"13614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132911688831168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645568618813623,0,0,0,0,0,0.164557178336257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569625140189518,0,0,0,0,0,0
"13198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554123254995805,0,0,0.100515592119082,0,0,0,0,0,0.157216549978673,0,0,0,0,0,0,0,0,0,0,0.0747424294556321,0,0,0,0,0,0,0.113402173450807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13381",0,0,0,0,0,0.124748541551056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225352041828521,0,0,0,0,0.187122711723084,0,0,0,0,0,0,0,0,0,0,0,0.0845071414400707,0.197183061750831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181086501706437
"13619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587865703069348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857741780604832,0,0,0,0,0,0.0711298419143913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119246946394408,0,0.13598333056137,0,0,0,0,0
"13403",0,0.0695657844965891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139130699431742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782613988634832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260869300568258,0,0,0,0,0,0,0,0,0.452172816639928,0,0,0,0,0,0,0,0,0,0,0,0,0
"13526",0,0,0,0,0,0.874366166702376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548356964411814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070798136856443,0,0,0,0,0,0,0,0,0,0,0,0
"12301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515320182183692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403899662479391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807801553369175
"12148",0,0,0,0,0,0,0,0,0,0,0,0,0,0.20268759118137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594624705655227,0,0,0,0,0,0,0.103023582072304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996641210910992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12548",0,0,0,0.0822787493979457,0,0,0,0,0,0,0.202531381190083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101266007049336,0,0,0,0,0,0,0,0,0,0.101266007049336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354429442401205,0,0,0,0,0,0,0,0.075949663514149,0,0,0,0,0,0,0.0822787493979457,0,0,0,0
"12724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052677746972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578947322253028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12958",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13328",0,0,0,0,0,0,0,0.118738435775686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575140254919892,0,0,0.118738435775686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241187256343081,0,0,0,0,0,0,0,0,0,0,0.10389615449479,0,0,0,0,0,0,0,0,0,0.0649351661324373,0.29499052598633
"10108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126984618290591,0,0,0,0,0,0,0,0,0,0,0,0.301587377172912,0,0,0,0,0,0,0,0,0,0,0.571428004536497,0,0,0,0,0
"12157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20833355654722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392857036564816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398809406887964,0,0,0,0,0,0,0,0,0,0,0
"12036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639220171223176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936077982877682
"13509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319884737851812,0,0,0,0,0,0,0,0,0.406339994518737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273775267629452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413690527565162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586309472434838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10250",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850342091254947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261904656624734,0,0.129251821000304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295918204220741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227891109028726,0,0,0,0,0,0,0
"13177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636944439932777,0,0,0.178343869934048,0,0,0,0,0,0,0,0,0,0.0987262130307353,0,0,0,0,0,0,0,0.0923568004784703,0,0,0,0.140127394620458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363056833949733,0,0,0,0,0,0,0,0,0,0.0636944439932777,0
"12336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704228922815169,0,0,0,0,0.190140611982899,0.0704228922815169,0,0,0,0,0,0.408449394967771,0,0,0,0,0,0,0,0,0,0,0.0704228922815169,0,0,0,0,0,0,0,0,0,0,0.126760642729226,0,0,0,0,0,0,0.0633806734755533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13286",0,0,0.0847741584441364,0,0,0,0,0,0,0,0,0,0,0,0,0.079196914847314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399888421664602,0,0,0,0,0,0,0,0,0,0,0,0.436140505043948,0
"11717",0,0,0,0,0,0,0,0,0,0,0,0,0,0.599999125002187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106250359374102,0,0,0,0,0,0,0,0,0,0,0,0,0.225000062499844,0,0,0,0.0687504531238672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471337315915957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452229072173747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764336119102957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111496912509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131944772375632,0,0,0,0,0.215277874228127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541665856483732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05820140253523,0.306877861763402,0,0,0,0,0,0,0,0.0793653565120957,0,0,0.285713907786536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190476114890641,0,0,0,0,0,0,0.0793653565120957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12573",0,0,0,0,0.369696679523201,0,0,0.466666141415415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787882938465604,0,0,0,0,0,0,0.0848488852148237,0,0,0,0,0,0
"11527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126027533120512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668492692062803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101370025895862,0,0,0,0,0.104109748920823,0,0,0,0,0,0,0
"12859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892856675170625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107143324829375,0
"13038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353293588869953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646706411130047,0,0,0,0,0,0,0,0,0,0,0
"10309",0.57931016313922,0,0,0,0,0,0,0,0,0,0,0.238620695933409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113103523804952,0,0,0,0,0,0,0.0689656171224182,0,0,0,0,0
"11654",0,0,0,0,0,0,0,0,0,0,0,0.140350887452508,0,0.105263311787613,0,0,0,0,0,0,0,0.245613614447192,0.0701757361227176,0,0,0,0,0,0,0,0,0,0,0.298244977944535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760236654002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643278068452351,0,0,0,0,0,0,0
"9918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"11423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130909264131979,0,0,0,0,0,0,0,0,0,0.0872729639665979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200000072727167,0,0,0,0.581817699174256,0,0,0,0,0,0,0,0,0,0,0,0
"11659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918034560599081,0,0,0,0,0,0.0786887234611091,0.0885247729102083,0,0,0,0,0,0,0,0,0,0,0.213114732598799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527868314969975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253333324444468,0,0,0,0,0,0,0,0,0.39333295111213,0,0,0,0,0,0,0,0,0.206666782221914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146666942221487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244565229206023,0,0,0,0,0,0,0,0.146739354914446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956876180704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521738539698827,0,0,0,0,0,0,0,0,0,0,0
"10615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101152470895654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898847529104346,0,0,0,0,0,0,0,0
"11599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764186852483,0,0,0,0,0.367646647924883,0,0.0686277729711447,0,0,0,0.0735297217408781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784316705106115,0,0,0,0,0,0,0,0,0,0,0
"13311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061538994080792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107692662720528,0.530767958584775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769235502940373,0.223076834319868
"9632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962966803826653,0,0,0,0,0,0,0,0,0,0,0,0.140740960218666,0,0.229629519890667,0,0,0.466665679016004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666671604919982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10281",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636364862258396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786363430440865,0.150000083333295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13090",0,0.100529416868959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174603334172838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158730351893435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566136897064768,0,0,0,0,0,0,0,0,0,0,0
"13600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171794907955246,0,0,0,0,0,0,0,0,0.310256268902219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666668376066184,0,0,0,0,0,0,0,0,0.233333290598345,0,0,0,0,0,0,0,0,0,0,0.217948694937571,0,0,0,0,0,0,0,0,0,0,0
"13467",0,0,0,0,0,0.179203551325469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940266072861685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16592922238428,0,0,0,0,0.377212291364883,0,0,0,0,0,0,0,0,0,0,0,0,0.183628327639199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547268112171033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945273188782897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218905534516349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089552558104362,0,0,0.164179275265124,0,0.527362632114165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559748050578563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859539979517841,0,0,0,0,0,0.0922432995353255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132075542897754,0,0.129979109036573,0,0,0,0,0
"13479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285223417295446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408934629964299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305841952740255,0
"10833",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12018",0,0,0.329479394568224,0,0,0,0,0,0,0.167630151357944,0,0,0,0,0,0.104046520096763,0,0,0,0,0,0,0,0,0,0,0.283236753651001,0,0.115607180326068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12933",0,0,0,0,0,0,0,0,0,0,0,0.147368538504081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766315516011253,0,0,0,0,0,0,0.086315945484666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13174",0,0.12440215425425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36842082598885,0,0,0,0,0,0,0,0,0,0,0,0.114832794578384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392344225178516,0,0,0,0,0,0,0,0,0,0,0
"13406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29142847673491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914289338767226,0,0,0,0.514285110205462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102857479182905,0
"10150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42617454619158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57382545380842,0,0,0,0,0,0,0,0
"12905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308139399675815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319767279610978,0,0.0930236208753003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279069699837907,0,0,0,0,0,0,0,0,0,0,0
"13542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802029743101914,0,0,0,0,0,0.137056136462736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609141204353496,0,0,0,0,0,0,0,0
"13530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927153297368701,0,0,0,0.141280386825095,0,0,0,0,0,0,0,0,0.12362036606574,0,0,0,0,0,0.130242873850498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322295599608477,0,0,0,0,0,0,0,0,0,0,0.189845443913319,0,0,0,0,0,0,0,0,0,0,0
